,exp,pred,cv
66,-6.55,-6.107824325561523,4
67,-6.18,-6.763103008270264,2
68,-9.0,-7.07380485534668,2
69,-5.83,-5.847095489501953,4
70,-6.15,-6.437456130981445,0
71,-6.79,-6.426557540893555,2
72,-6.31,-7.691959857940674,1
73,-6.16,-5.906161785125732,4
74,-6.39,-7.057111740112305,4
75,-6.77,-8.046385765075684,0
76,-9.0,-7.631114959716797,0
77,-9.0,-7.344295501708984,1
78,-6.46,-6.37173318862915,1
79,-5.37,-7.447900772094727,0
80,-9.0,-8.212141990661621,1
81,-6.47,-6.416555881500244,2
82,-6.64,-7.069568634033203,0
83,-6.83,-7.2232666015625,2
84,-7.0,-7.0794830322265625,0
85,-7.11,-7.0698137283325195,1
86,-7.12,-6.577542304992676,4
87,-7.14,-6.652151107788086,3
88,-7.16,-7.120393753051758,0
89,-7.17,-7.200819492340088,2
90,-7.26,-7.013683319091797,3
91,-7.27,-6.773547172546387,4
92,-7.3,-7.181340217590332,2
93,-7.32,-6.754705429077148,1
94,-7.36,-7.04248571395874,3
95,-7.45,-6.815521240234375,4
96,-7.47,-6.658801555633545,4
97,-5.36,-6.494962692260742,4
98,-5.86,-5.977461814880371,1
99,-6.13,-6.368442535400391,0
100,-6.18,-6.576382637023926,1
101,-6.31,-6.464608192443848,0
102,-6.35,-6.40269660949707,4
103,-6.36,-6.307801246643066,3
104,-6.41,-6.441334247589111,3
105,-6.44,-6.363117694854736,3
106,-6.46,-6.490167140960693,2
107,-6.5,-6.610395431518555,3
108,-6.51,-6.357634544372559,1
109,-6.56,-6.437048435211182,0
110,-6.64,-6.802768230438232,4
111,-6.64,-6.422555446624756,4
112,-6.75,-6.211464881896973,1
113,-6.76,-6.450454235076904,2
114,-6.78,-6.490238189697266,4
115,-6.79,-6.3707051277160645,2
116,-6.8,-6.822057247161865,2
117,-6.85,-6.514267921447754,1
118,-6.88,-6.621374130249023,3
119,-7.08,-6.367022514343262,4
120,-4.96,-5.755382061004639,2
121,-5.02,-5.5700225830078125,2
122,-5.32,-5.5192484855651855,3
123,-5.34,-5.605971813201904,3
124,-5.34,-5.69473934173584,0
125,-5.46,-5.738931655883789,1
126,-5.54,-5.643218517303467,4
127,-5.55,-5.763628959655762,4
128,-5.61,-5.700363636016846,4
129,-5.65,-6.179695129394531,3
130,-5.7,-6.062078475952148,3
131,-5.76,-6.0165696144104,0
132,-5.83,-6.006409168243408,4
133,-5.88,-5.660801410675049,1
134,-5.91,-6.115806579589844,1
135,-5.93,-5.750711441040039,3
136,-5.93,-5.991903781890869,4
137,-6.04,-6.227809429168701,2
138,-6.09,-5.629541873931885,0
139,-6.24,-6.064539432525635,3
140,-6.37,-6.37960147857666,3
141,-6.4,-5.870221138000488,3
142,-6.4,-5.716977596282959,1
143,-6.42,-5.904050350189209,2
144,-6.44,-5.648272514343262,1
145,-6.47,-5.545779228210449,0
146,-6.54,-6.055718898773193,2
147,-6.72,-5.953639507293701,2
148,-5.06,-5.839565753936768,4
149,-5.11,-5.329463958740234,0
150,-5.47,-5.5939507484436035,4
151,-5.94,-5.844768047332764,0
152,-6.0,-5.390117168426514,1
153,-4.98,-5.388973712921143,2
154,-5.1,-5.577143669128418,2
155,-5.1,-5.617849826812744,2
156,-5.1,-5.384570598602295,1
157,-5.18,-5.240772724151611,4
158,-5.29,-5.704483509063721,4
159,-5.3,-5.283686637878418,0
160,-5.31,-5.44404935836792,3
161,-5.38,-5.688142776489258,3
162,-5.4,-5.250809669494629,0
163,-5.47,-5.513269424438477,2
164,-5.47,-5.586092948913574,1
165,-5.54,-5.231540203094482,4
166,-5.8,-5.378140449523926,0
167,-7.13,-6.958775520324707,0
168,-5.55,-5.827856540679932,1
169,-7.33,-6.594454765319824,2
170,-8.28,-7.675543308258057,1
171,-4.99,-5.152068138122559,0
172,-5.17,-5.22360372543335,0
173,-6.14,-5.48960018157959,1
174,-5.17,-5.4818501472473145,1
175,-5.51,-5.484401226043701,2
176,-6.56,-7.037297248840332,3
177,-5.16,-5.7320122718811035,3
178,-6.86,-6.193699359893799,1
179,-7.96,-7.501176834106445,3
180,-5.2,-5.579112529754639,1
181,-5.62,-5.243447303771973,3
182,-5.34,-5.251518726348877,0
183,-5.43,-5.595792293548584,4
184,-6.08,-5.907409191131592,2
185,-5.01,-5.092807769775391,3
186,-6.43,-6.232314109802246,3
187,-7.62,-6.880786418914795,1
188,-5.44,-5.26764440536499,3
189,-5.29,-5.486464500427246,1
190,-5.65,-5.366415500640869,4
191,-6.32,-6.0704779624938965,0
192,-5.05,-5.530425548553467,1
193,-6.67,-5.894784450531006,4
194,-7.72,-6.646185398101807,1
195,-5.17,-5.4637861251831055,1
196,-5.76,-5.348804950714111,0
197,-5.48,-5.553312301635742,1
198,-5.26,-5.652517318725586,2
199,-5.32,-5.605104923248291,1
200,-8.12,-7.547910213470459,2
201,-6.64,-7.318110942840576,3
202,-8.2,-7.07819938659668,4
203,-9.0,-8.302999496459961,3
204,-5.4,-5.481208801269531,0
205,-5.18,-5.507160663604736,1
206,-6.58,-6.175151348114014,0
207,-5.73,-6.157968997955322,0
208,-6.02,-5.895298480987549,4
209,-6.5,-6.505214214324951,0
210,-5.25,-5.7544426918029785,1
211,-5.34,-5.757199287414551,2
212,-5.56,-6.372945785522461,0
213,-6.44,-6.179922580718994,4
214,-5.19,-5.461898326873779,2
215,-5.75,-5.333072662353516,2
216,-5.62,-5.845615386962891,3
217,-6.22,-6.3582305908203125,2
218,-5.93,-6.027798175811768,4
219,-5.04,-5.8006486892700195,2
220,-6.23,-6.297095775604248,3
221,-7.04,-6.774470329284668,0
222,-5.3,-5.923137664794922,3
223,-7.13,-5.8549604415893555,1
224,-5.52,-5.603991508483887,4
225,-5.11,-5.502641201019287,0
226,-5.79,-6.393148422241211,1
227,-6.59,-6.209808826446533,4
228,-5.16,-5.360204219818115,2
229,-6.51,-5.887882709503174,3
230,-5.23,-5.817577362060547,2
231,-6.66,-6.571822643280029,0
232,-7.45,-6.796481609344482,0
233,-5.59,-5.723623275756836,4
234,-5.63,-6.927701473236084,0
235,-6.34,-5.343750476837158,2
236,-5.35,-6.046319484710693,4
237,-6.2,-6.068832874298096,1
238,-5.82,-5.772200107574463,2
239,-7.76,-6.636419296264648,2
240,-5.75,-5.682581424713135,2
241,-5.3,-5.85030460357666,0
242,-5.78,-5.667579650878906,1
243,-7.44,-6.668031692504883,0
244,-5.27,-5.659313201904297,4
245,-6.85,-6.0261430740356445,1
246,-5.69,-6.297535419464111,0
247,-5.53,-6.476798057556152,4
248,-6.86,-6.57572078704834,3
249,-5.3,-5.75258207321167,3
250,-6.48,-6.368086338043213,4
251,-6.27,-6.329264163970947,3
