,exp,pred,cv
72,-6.31,-7.452077388763428,1
73,-6.16,-6.8627448081970215,4
74,-6.39,-6.203889846801758,4
75,-6.77,-7.413392066955566,0
76,-9.0,-6.567502498626709,0
77,-9.0,-7.4123992919921875,1
78,-6.46,-6.797177791595459,1
79,-5.37,-5.961014747619629,0
80,-9.0,-6.5682053565979,1
81,-6.47,-6.204094409942627,2
82,-6.64,-6.91856050491333,0
83,-6.83,-6.545248031616211,2
84,-7.0,-6.4691667556762695,0
85,-7.11,-6.8066816329956055,1
86,-7.12,-6.148820400238037,4
87,-7.14,-5.807567596435547,3
88,-7.16,-6.638210296630859,0
89,-7.17,-7.469123840332031,2
90,-7.26,-6.5121893882751465,3
91,-7.27,-5.862399101257324,4
92,-7.3,-6.853931427001953,2
93,-7.32,-6.647008895874023,1
94,-7.36,-6.825957298278809,3
95,-7.45,-6.72468900680542,4
96,-7.47,-6.582761287689209,4
97,-5.36,-6.688013553619385,4
98,-5.86,-6.385049819946289,1
99,-6.13,-6.0020856857299805,0
100,-6.18,-6.471386432647705,1
101,-6.31,-6.618262767791748,0
102,-6.35,-6.5271897315979,4
103,-6.36,-6.25161600112915,3
104,-6.41,-6.499414920806885,3
105,-6.44,-6.228236198425293,3
106,-6.46,-6.625217914581299,2
107,-6.5,-6.078035354614258,3
108,-6.51,-6.295541286468506,1
109,-6.56,-5.960854530334473,0
110,-6.64,-6.618130207061768,4
111,-6.64,-6.899145603179932,4
112,-6.75,-6.047555446624756,1
113,-6.76,-6.20361328125,2
114,-6.78,-6.064636707305908,4
115,-6.79,-6.18506383895874,2
116,-6.8,-6.284066200256348,2
117,-6.85,-6.088458061218262,1
118,-6.88,-6.098235607147217,3
119,-7.08,-6.93293571472168,4
120,-4.96,-6.39034366607666,2
121,-5.02,-5.843710422515869,2
122,-5.32,-5.918474197387695,3
123,-5.34,-5.990447998046875,3
124,-5.34,-5.9460768699646,0
125,-5.46,-6.093273639678955,1
126,-5.54,-5.825540065765381,4
127,-5.55,-6.195931434631348,4
128,-5.61,-5.607117176055908,4
129,-5.65,-7.218585968017578,3
130,-5.7,-5.9347662925720215,3
131,-5.76,-6.338529109954834,0
132,-5.83,-6.062183380126953,4
133,-5.88,-5.693528652191162,1
134,-5.91,-6.18874979019165,1
135,-5.93,-6.008432865142822,3
136,-5.93,-6.307206153869629,4
137,-6.04,-6.34261417388916,2
138,-6.09,-5.638592720031738,0
139,-6.24,-6.197445869445801,3
140,-6.37,-6.1203413009643555,3
141,-6.4,-5.980922698974609,3
142,-6.4,-6.020808696746826,1
143,-6.42,-5.837448596954346,2
144,-6.44,-5.816392421722412,1
145,-6.47,-5.963496685028076,0
146,-6.54,-6.421785831451416,2
147,-6.72,-5.897486686706543,2
148,-5.06,-6.45773458480835,4
149,-5.11,-5.641392707824707,0
150,-5.47,-5.789966583251953,4
151,-5.94,-6.141323089599609,0
152,-6.0,-5.902026653289795,1
153,-4.98,-5.532938003540039,2
154,-5.1,-5.615601539611816,2
155,-5.1,-5.694677352905273,2
156,-5.1,-5.573070049285889,1
157,-5.18,-5.441239833831787,4
158,-5.29,-5.948574542999268,4
159,-5.3,-5.862679958343506,0
160,-5.31,-5.655006408691406,3
161,-5.38,-6.0078911781311035,3
162,-5.4,-5.474852561950684,0
163,-5.47,-5.849421501159668,2
164,-5.47,-5.7173686027526855,1
165,-5.54,-6.122504711151123,4
166,-5.8,-5.6933441162109375,0
167,-7.13,-6.478686332702637,0
168,-5.55,-5.717884063720703,1
169,-7.33,-6.513339519500732,2
170,-8.28,-6.087654113769531,1
171,-4.99,-5.885161399841309,0
172,-5.17,-5.249304294586182,0
173,-6.14,-6.543984889984131,1
174,-5.17,-6.1385040283203125,1
175,-5.51,-6.062579154968262,2
176,-6.56,-5.811502933502197,3
177,-5.16,-5.900069713592529,3
178,-6.86,-6.141665458679199,1
179,-7.96,-6.5196757316589355,3
180,-5.2,-6.707874298095703,1
181,-5.62,-5.78870964050293,3
182,-5.34,-5.836702346801758,0
183,-5.43,-6.862462520599365,4
184,-6.08,-5.652894973754883,2
185,-5.01,-5.422059059143066,3
186,-6.43,-5.386570930480957,3
187,-7.62,-6.482610702514648,1
188,-5.44,-5.816678047180176,3
189,-5.29,-6.393370628356934,1
190,-5.65,-6.385191440582275,4
191,-6.32,-6.054991722106934,0
192,-5.05,-6.108985900878906,1
193,-6.67,-6.1111159324646,4
194,-7.72,-6.0647382736206055,1
195,-5.17,-5.693670749664307,1
196,-5.76,-6.677814483642578,0
197,-5.48,-6.269036769866943,1
198,-5.26,-6.411316394805908,2
199,-5.32,-6.3783860206604,1
200,-8.12,-5.879201412200928,2
201,-6.64,-6.148587226867676,3
202,-8.2,-6.148439407348633,4
203,-9.0,-5.868047714233398,3
204,-5.4,-5.669020175933838,0
205,-5.18,-5.33310079574585,1
206,-6.58,-6.094045639038086,0
207,-5.73,-5.88765287399292,0
208,-6.02,-6.46746826171875,4
209,-6.5,-6.520778656005859,0
210,-5.25,-5.732955455780029,1
211,-5.34,-6.009512901306152,2
212,-5.56,-6.323309421539307,0
213,-6.44,-5.368348121643066,4
214,-5.19,-6.0391716957092285,2
215,-5.75,-5.3744120597839355,2
216,-5.62,-5.998661994934082,3
217,-6.22,-6.069597244262695,2
218,-5.93,-6.312574863433838,4
219,-5.04,-5.750070571899414,2
220,-6.23,-6.541801452636719,3
221,-7.04,-5.867288589477539,0
222,-5.3,-5.949801445007324,3
223,-7.13,-5.834843158721924,1
224,-5.52,-5.8098955154418945,4
225,-5.11,-5.783716678619385,0
226,-5.79,-7.427642822265625,1
227,-6.59,-6.147896766662598,4
228,-5.16,-5.9008564949035645,2
229,-6.51,-6.223077297210693,3
230,-5.23,-5.75076150894165,2
231,-6.66,-6.596096992492676,0
232,-7.45,-7.153962135314941,0
233,-5.59,-6.887747764587402,4
234,-5.63,-6.420650482177734,0
235,-6.34,-5.334113121032715,2
236,-5.35,-6.214523792266846,4
237,-6.2,-6.033599376678467,1
238,-5.82,-5.803585052490234,2
239,-7.76,-5.850977897644043,2
240,-5.75,-5.906956672668457,2
241,-5.3,-5.997698783874512,0
242,-5.78,-5.676008224487305,1
243,-7.44,-5.888057231903076,0
244,-5.27,-6.028308391571045,4
245,-6.85,-5.799802303314209,1
246,-5.69,-6.407108783721924,0
247,-5.53,-6.817293643951416,4
248,-6.86,-6.660571098327637,3
249,-5.3,-5.805134296417236,3
250,-6.48,-6.470739364624023,4
251,-6.27,-7.158840656280518,3
