,exp,pred,cv
137,-6.04,-6.378927230834961,2
138,-6.09,-5.596538543701172,0
139,-6.24,-6.3053154945373535,3
140,-6.37,-6.171854019165039,3
141,-6.4,-5.936990261077881,3
142,-6.4,-6.104176998138428,1
143,-6.42,-5.569310188293457,2
144,-6.44,-5.742166996002197,1
145,-6.47,-5.923161506652832,0
146,-6.54,-6.537345886230469,2
147,-6.72,-6.164683818817139,2
148,-5.06,-6.7375030517578125,4
149,-5.11,-5.719329357147217,0
150,-5.47,-6.1583170890808105,4
151,-5.94,-6.36220121383667,0
152,-6.0,-6.075199604034424,1
153,-4.98,-5.823236465454102,2
154,-5.1,-5.766125679016113,2
155,-5.1,-5.793469429016113,2
156,-5.1,-5.944303035736084,1
157,-5.18,-5.481087684631348,4
158,-5.29,-5.967257976531982,4
159,-5.3,-5.9350266456604,0
160,-5.31,-5.656854629516602,3
161,-5.38,-6.041882038116455,3
162,-5.4,-5.593159198760986,0
163,-5.47,-6.059643268585205,2
164,-5.47,-5.973833084106445,1
165,-5.54,-6.350017070770264,4
166,-5.8,-5.888509273529053,0
167,-7.13,-6.566702365875244,0
168,-5.55,-5.932015895843506,1
169,-7.33,-6.437105655670166,2
170,-8.28,-6.220597267150879,1
171,-4.99,-6.236280918121338,0
172,-5.17,-5.441562652587891,0
173,-6.14,-6.813904285430908,1
174,-5.17,-5.88344144821167,1
175,-5.51,-5.945738792419434,2
176,-6.56,-6.0698041915893555,3
177,-5.16,-5.908663749694824,3
178,-6.86,-6.414595127105713,1
179,-7.96,-6.433990001678467,3
180,-5.2,-6.855595588684082,1
181,-5.62,-6.137372970581055,3
182,-5.34,-5.914254665374756,0
183,-5.43,-6.846311569213867,4
184,-6.08,-5.978787899017334,2
185,-5.01,-5.437611103057861,3
186,-6.43,-5.368680000305176,3
187,-7.62,-6.78718900680542,1
188,-5.44,-5.651413440704346,3
189,-5.29,-6.261251449584961,1
190,-5.65,-6.548202037811279,4
191,-6.32,-6.119394302368164,0
192,-5.05,-5.94411039352417,1
193,-6.67,-6.023654460906982,4
194,-7.72,-6.091987133026123,1
195,-5.17,-5.810734272003174,1
196,-5.76,-6.952306270599365,0
197,-5.48,-6.502974510192871,1
198,-5.26,-6.477592468261719,2
199,-5.32,-6.41746711730957,1
200,-8.12,-6.198572635650635,2
201,-6.64,-6.399207592010498,3
202,-8.2,-6.061873912811279,4
203,-9.0,-6.207374572753906,3
204,-5.4,-5.8747358322143555,0
205,-5.18,-5.39283561706543,1
206,-6.58,-6.2222819328308105,0
207,-5.73,-6.0669331550598145,0
208,-6.02,-6.285801410675049,4
209,-6.5,-6.532341003417969,0
210,-5.25,-5.645787715911865,1
211,-5.34,-6.373915195465088,2
212,-5.56,-6.244117259979248,0
213,-6.44,-5.502227783203125,4
214,-5.19,-6.252629280090332,2
215,-5.75,-5.543397903442383,2
216,-5.62,-5.902268886566162,3
217,-6.22,-6.259472846984863,2
218,-5.93,-6.39292573928833,4
219,-5.04,-5.61807107925415,2
220,-6.23,-6.072268009185791,3
221,-7.04,-6.027526378631592,0
222,-5.3,-5.78085994720459,3
223,-7.13,-5.733556747436523,1
224,-5.52,-5.99707555770874,4
225,-5.11,-5.631592273712158,0
226,-5.79,-7.29806661605835,1
227,-6.59,-5.446403980255127,4
228,-5.16,-5.930228233337402,2
229,-6.51,-6.693822383880615,3
230,-5.23,-5.670793056488037,2
231,-6.66,-6.304863452911377,0
232,-7.45,-6.643082618713379,0
233,-5.59,-6.261296272277832,4
234,-5.63,-6.550508975982666,0
235,-6.34,-5.327208518981934,2
236,-5.35,-6.185084342956543,4
237,-6.2,-6.061844825744629,1
238,-5.82,-5.946995735168457,2
239,-7.76,-5.981213569641113,2
240,-5.75,-6.164522171020508,2
241,-5.3,-6.165915012359619,0
242,-5.78,-5.733321189880371,1
243,-7.44,-5.931594371795654,0
244,-5.27,-6.000583171844482,4
245,-6.85,-6.072123050689697,1
246,-5.69,-6.127780914306641,0
247,-5.53,-6.357272624969482,4
248,-6.86,-6.644683837890625,3
249,-5.3,-6.1125617027282715,3
250,-6.48,-6.491573333740234,4
251,-6.27,-6.5916008949279785,3
