,exp,pred,cv
130,-5.7,-6.136590957641602,3
131,-5.76,-6.045684337615967,0
132,-5.83,-6.074887275695801,4
133,-5.88,-5.828790187835693,1
134,-5.91,-6.060577869415283,1
135,-5.93,-5.613799571990967,3
136,-5.93,-5.952471733093262,4
137,-6.04,-5.9846415519714355,2
138,-6.09,-5.853679180145264,0
139,-6.24,-6.070525646209717,3
140,-6.37,-6.304448127746582,3
141,-6.4,-5.83604097366333,3
142,-6.4,-5.690528869628906,1
143,-6.42,-5.823907375335693,2
144,-6.44,-5.742099761962891,1
145,-6.47,-5.617042541503906,0
146,-6.54,-5.9584431648254395,2
147,-6.72,-5.905576705932617,2
148,-5.06,-5.461960315704346,4
149,-5.11,-5.194771766662598,0
150,-5.47,-5.6311798095703125,4
151,-5.94,-5.694411277770996,0
152,-6.0,-5.436983585357666,1
153,-4.98,-5.366650104522705,2
154,-5.1,-5.52065896987915,2
155,-5.1,-5.564659118652344,2
156,-5.1,-5.199163913726807,1
157,-5.18,-5.336489677429199,4
158,-5.29,-5.786477565765381,4
159,-5.3,-5.193558216094971,0
160,-5.31,-5.373103141784668,3
161,-5.38,-5.592077732086182,3
162,-5.4,-5.270143032073975,0
163,-5.47,-5.3824591636657715,2
164,-5.47,-5.58912992477417,1
165,-5.54,-5.238139629364014,4
166,-5.8,-5.293780326843262,0
167,-7.13,-7.183944225311279,0
168,-5.55,-5.71864128112793,1
169,-7.33,-6.667270183563232,2
170,-8.28,-7.816319942474365,1
171,-4.99,-5.308230400085449,0
172,-5.17,-5.4845991134643555,0
173,-6.14,-5.432391166687012,1
174,-5.17,-5.441229820251465,1
175,-5.51,-5.574932098388672,2
176,-6.56,-6.9408063888549805,3
177,-5.16,-5.565710067749023,3
178,-6.86,-6.233325958251953,1
179,-7.96,-7.604372978210449,3
180,-5.2,-5.2692790031433105,1
181,-5.62,-5.343121528625488,3
182,-5.34,-5.446323394775391,0
183,-5.43,-5.3781280517578125,4
184,-6.08,-5.939580917358398,2
185,-5.01,-5.173476696014404,3
186,-6.43,-6.37052583694458,3
187,-7.62,-6.947116374969482,1
188,-5.44,-5.259082317352295,3
189,-5.29,-5.2519683837890625,1
190,-5.65,-5.296255588531494,4
191,-6.32,-5.962209224700928,0
192,-5.05,-5.432082176208496,1
193,-6.67,-6.2018632888793945,4
194,-7.72,-6.696057319641113,1
195,-5.17,-5.381312370300293,1
196,-5.76,-5.235537528991699,0
197,-5.48,-5.516290664672852,1
198,-5.26,-5.653384685516357,2
199,-5.32,-5.69490385055542,1
200,-8.12,-7.647077560424805,2
201,-6.64,-7.101676940917969,3
202,-8.2,-7.328495025634766,4
203,-9.0,-8.408453941345215,3
204,-5.4,-5.466629505157471,0
205,-5.18,-5.691434383392334,1
206,-6.58,-6.293313026428223,0
207,-5.73,-6.32005500793457,0
208,-6.02,-5.847935199737549,4
209,-6.5,-6.463878631591797,0
210,-5.25,-5.551896572113037,1
211,-5.34,-5.570670127868652,2
212,-5.56,-6.188887596130371,0
213,-6.44,-6.207434177398682,4
214,-5.19,-5.392880439758301,2
215,-5.75,-5.328230381011963,2
216,-5.62,-6.037055969238281,3
217,-6.22,-6.403574466705322,2
218,-5.93,-6.083983421325684,4
219,-5.04,-5.732630729675293,2
220,-6.23,-6.02187442779541,3
221,-7.04,-7.090972900390625,0
222,-5.3,-5.8548102378845215,3
223,-7.13,-5.729830741882324,1
224,-5.52,-5.639207363128662,4
225,-5.11,-5.491735935211182,0
226,-5.79,-6.264725685119629,1
227,-6.59,-6.3183698654174805,4
228,-5.16,-5.315673828125,2
229,-6.51,-5.939896583557129,3
230,-5.23,-5.87888240814209,2
231,-6.66,-6.464960098266602,0
232,-7.45,-6.700594902038574,0
233,-5.59,-5.592782497406006,4
234,-5.63,-6.827441215515137,0
235,-6.34,-5.309210300445557,2
236,-5.35,-6.181517601013184,4
237,-6.2,-6.103919506072998,1
238,-5.82,-5.78611421585083,2
239,-7.76,-6.8707594871521,2
240,-5.75,-5.745500087738037,2
241,-5.3,-5.6263957023620605,0
242,-5.78,-5.856504440307617,1
243,-7.44,-6.8703742027282715,0
244,-5.27,-5.739473342895508,4
245,-6.85,-5.94192361831665,1
246,-5.69,-6.066143035888672,0
247,-5.53,-6.346975803375244,4
248,-6.86,-6.477550029754639,3
249,-5.3,-5.6831135749816895,3
250,-6.48,-6.396139621734619,4
251,-6.27,-6.269306659698486,3
