,exp,pred,cv
128,-5.61,-6.064267635345459,4
129,-5.65,-6.542487144470215,3
130,-5.7,-6.308974266052246,3
131,-5.76,-6.021805286407471,0
132,-5.83,-6.226338863372803,4
133,-5.88,-5.953620910644531,1
134,-5.91,-6.27921199798584,1
135,-5.93,-5.711067199707031,3
136,-5.93,-6.1165618896484375,4
137,-6.04,-6.426342487335205,2
138,-6.09,-5.6627068519592285,0
139,-6.24,-6.076745510101318,3
140,-6.37,-7.190140724182129,3
141,-6.4,-5.89011287689209,3
142,-6.4,-5.416714668273926,1
143,-6.42,-6.002844333648682,2
144,-6.44,-5.951996326446533,1
145,-6.47,-5.587952136993408,0
146,-6.54,-6.423025131225586,2
147,-6.72,-6.083263874053955,2
148,-5.06,-5.4365925788879395,4
149,-5.11,-5.048585891723633,0
150,-5.47,-5.519754886627197,4
151,-5.94,-5.7802629470825195,0
152,-6.0,-5.4689130783081055,1
153,-4.98,-5.4354939460754395,2
154,-5.1,-5.6110334396362305,2
155,-5.1,-5.640156269073486,2
156,-5.1,-5.105792045593262,1
157,-5.18,-5.493123531341553,4
158,-5.29,-6.099123954772949,4
159,-5.3,-5.615246295928955,0
160,-5.31,-5.218886375427246,3
161,-5.38,-5.716074466705322,3
162,-5.4,-5.375478744506836,0
163,-5.47,-5.751883029937744,2
164,-5.47,-5.986432075500488,1
165,-5.54,-5.2508978843688965,4
166,-5.8,-5.647697925567627,0
167,-7.13,-7.496034145355225,0
168,-5.55,-5.51036262512207,1
169,-7.33,-6.808267116546631,2
170,-8.28,-6.156924247741699,1
171,-4.99,-5.588709354400635,0
172,-5.17,-5.631760120391846,0
173,-6.14,-5.537012100219727,1
174,-5.17,-5.588603496551514,1
175,-5.51,-5.52161169052124,2
176,-6.56,-5.969924449920654,3
177,-5.16,-5.623680591583252,3
178,-6.86,-6.080481052398682,1
179,-7.96,-7.361642837524414,3
180,-5.2,-5.468847751617432,1
181,-5.62,-5.247060775756836,3
182,-5.34,-6.201989650726318,0
183,-5.43,-5.549022674560547,4
184,-6.08,-5.659648418426514,2
185,-5.01,-5.355512619018555,3
186,-6.43,-6.205141544342041,3
187,-7.62,-6.549310207366943,1
188,-5.44,-5.774684906005859,3
189,-5.29,-5.386361598968506,1
190,-5.65,-5.601202964782715,4
191,-6.32,-7.011784076690674,0
192,-5.05,-5.733273506164551,1
193,-6.67,-6.56592321395874,4
194,-7.72,-5.543376922607422,1
195,-5.17,-5.914103984832764,1
196,-5.76,-5.239790916442871,0
197,-5.48,-5.9097514152526855,1
198,-5.26,-6.389786243438721,2
199,-5.32,-5.759310245513916,1
200,-8.12,-6.2796630859375,2
201,-6.64,-7.033651351928711,3
202,-8.2,-6.186938762664795,4
203,-9.0,-7.132376194000244,3
204,-5.4,-5.9409685134887695,0
205,-5.18,-5.669440746307373,1
206,-6.58,-5.974408149719238,0
207,-5.73,-6.687633991241455,0
208,-6.02,-5.69687557220459,4
209,-6.5,-6.705868721008301,0
210,-5.25,-5.658321857452393,1
211,-5.34,-5.320781707763672,2
212,-5.56,-6.812628269195557,0
213,-6.44,-5.3285112380981445,4
214,-5.19,-5.654353618621826,2
215,-5.75,-5.611550807952881,2
216,-5.62,-6.121423721313477,3
217,-6.22,-5.6006364822387695,2
218,-5.93,-5.787290573120117,4
219,-5.04,-5.635810375213623,2
220,-6.23,-6.138360500335693,3
221,-7.04,-6.187866687774658,0
222,-5.3,-5.845641613006592,3
223,-7.13,-5.967401027679443,1
224,-5.52,-5.840349197387695,4
225,-5.11,-6.159054279327393,0
226,-5.79,-6.208193302154541,1
227,-6.59,-5.50820779800415,4
228,-5.16,-5.354392051696777,2
229,-6.51,-5.954749584197998,3
230,-5.23,-6.132400989532471,2
231,-6.66,-6.704240798950195,0
232,-7.45,-6.279555797576904,0
233,-5.59,-5.498847484588623,4
234,-5.63,-6.449516296386719,0
235,-6.34,-5.457293510437012,2
236,-5.35,-6.061578273773193,4
237,-6.2,-6.322265148162842,1
238,-5.82,-5.5523200035095215,2
239,-7.76,-6.401605606079102,2
240,-5.75,-6.0645976066589355,2
241,-5.3,-5.62477970123291,0
242,-5.78,-5.627703666687012,1
243,-7.44,-6.800708770751953,0
244,-5.27,-5.533655166625977,4
245,-6.85,-5.881672382354736,1
246,-5.69,-6.727019786834717,0
247,-5.53,-6.012559413909912,4
248,-6.86,-6.296601295471191,3
249,-5.3,-5.914955139160156,3
250,-6.48,-6.187119483947754,4
251,-6.27,-5.818821430206299,3
