,exp,pred,cv
77,-9.0,-7.061452388763428,1
78,-6.46,-6.318355560302734,1
79,-5.37,-6.402465343475342,0
80,-9.0,-7.190346717834473,1
81,-6.47,-6.134029388427734,2
82,-6.64,-6.871213436126709,0
83,-6.83,-7.369521141052246,2
84,-7.0,-7.092548847198486,0
85,-7.11,-7.132632732391357,1
86,-7.12,-6.2180304527282715,4
87,-7.14,-6.633474826812744,3
88,-7.16,-7.364748477935791,0
89,-7.17,-7.224239826202393,2
90,-7.26,-6.978012561798096,3
91,-7.27,-6.7957611083984375,4
92,-7.3,-7.170264720916748,2
93,-7.32,-6.357571601867676,1
94,-7.36,-7.0449323654174805,3
95,-7.45,-6.96140718460083,4
96,-7.47,-6.641325950622559,4
97,-5.36,-6.574000835418701,4
98,-5.86,-5.894379138946533,1
99,-6.13,-6.111687183380127,0
100,-6.18,-6.981245994567871,1
101,-6.31,-6.002739906311035,0
102,-6.35,-6.097684383392334,4
103,-6.36,-6.203131675720215,3
104,-6.41,-6.236551761627197,3
105,-6.44,-5.963929176330566,3
106,-6.46,-6.196609020233154,2
107,-6.5,-6.655689239501953,3
108,-6.51,-6.398938179016113,1
109,-6.56,-6.234337329864502,0
110,-6.64,-6.982201099395752,4
111,-6.64,-6.768452167510986,4
112,-6.75,-6.444816589355469,1
113,-6.76,-6.317946434020996,2
114,-6.78,-6.656129360198975,4
115,-6.79,-6.460312843322754,2
116,-6.8,-6.934741973876953,2
117,-6.85,-6.893728733062744,1
118,-6.88,-6.6009907722473145,3
119,-7.08,-6.873908519744873,4
120,-4.96,-5.777605056762695,2
121,-5.02,-5.686490058898926,2
122,-5.32,-5.414079666137695,3
123,-5.34,-5.880533218383789,3
124,-5.34,-5.763890743255615,0
125,-5.46,-5.658185958862305,1
126,-5.54,-5.688109874725342,4
127,-5.55,-5.935550689697266,4
128,-5.61,-6.078586101531982,4
129,-5.65,-6.362785816192627,3
130,-5.7,-6.230710983276367,3
131,-5.76,-5.966319561004639,0
132,-5.83,-6.143059253692627,4
133,-5.88,-5.900652885437012,1
134,-5.91,-6.164255142211914,1
135,-5.93,-5.687709808349609,3
136,-5.93,-6.106084823608398,4
137,-6.04,-6.25795316696167,2
138,-6.09,-5.867910385131836,0
139,-6.24,-6.011632919311523,3
140,-6.37,-6.852177619934082,3
141,-6.4,-5.982237339019775,3
142,-6.4,-5.541457176208496,1
143,-6.42,-5.927346706390381,2
144,-6.44,-5.858185291290283,1
145,-6.47,-5.530210971832275,0
146,-6.54,-6.278495788574219,2
147,-6.72,-5.968343257904053,2
148,-5.06,-5.483206748962402,4
149,-5.11,-5.012648105621338,0
150,-5.47,-5.454745292663574,4
151,-5.94,-5.774137496948242,0
152,-6.0,-5.457596302032471,1
153,-4.98,-5.426596641540527,2
154,-5.1,-5.512381553649902,2
155,-5.1,-5.542571067810059,2
156,-5.1,-5.115870475769043,1
157,-5.18,-5.488121032714844,4
158,-5.29,-6.162138938903809,4
159,-5.3,-5.617483139038086,0
160,-5.31,-5.204489707946777,3
161,-5.38,-5.651191234588623,3
162,-5.4,-5.343146800994873,0
163,-5.47,-5.661937713623047,2
164,-5.47,-5.86987829208374,1
165,-5.54,-5.246511936187744,4
166,-5.8,-5.591440200805664,0
167,-7.13,-7.5237603187561035,0
168,-5.55,-5.589437961578369,1
169,-7.33,-6.603360652923584,2
170,-8.28,-6.2903337478637695,1
171,-4.99,-5.5200419425964355,0
172,-5.17,-5.537193298339844,0
173,-6.14,-5.592106819152832,1
174,-5.17,-5.685020446777344,1
175,-5.51,-5.440478801727295,2
176,-6.56,-6.093055725097656,3
177,-5.16,-5.88496732711792,3
178,-6.86,-6.090603351593018,1
179,-7.96,-7.084245681762695,3
180,-5.2,-5.45212459564209,1
181,-5.62,-5.389221668243408,3
182,-5.34,-6.243585109710693,0
183,-5.43,-5.458310604095459,4
184,-6.08,-5.61835241317749,2
185,-5.01,-5.465078353881836,3
186,-6.43,-6.189401626586914,3
187,-7.62,-6.484309673309326,1
188,-5.44,-5.848625659942627,3
189,-5.29,-5.406066417694092,1
190,-5.65,-5.543849945068359,4
191,-6.32,-6.914425849914551,0
192,-5.05,-5.863713264465332,1
193,-6.67,-6.271853923797607,4
194,-7.72,-5.493104457855225,1
195,-5.17,-5.792529106140137,1
196,-5.76,-5.240546226501465,0
197,-5.48,-5.780929088592529,1
198,-5.26,-6.505009174346924,2
199,-5.32,-5.757080554962158,1
200,-8.12,-6.437037944793701,2
201,-6.64,-6.9610595703125,3
202,-8.2,-6.036383152008057,4
203,-9.0,-7.173150539398193,3
204,-5.4,-5.893830299377441,0
205,-5.18,-5.600583553314209,1
206,-6.58,-5.933202743530273,0
207,-5.73,-6.755341529846191,0
208,-6.02,-5.464656829833984,4
209,-6.5,-6.834965229034424,0
210,-5.25,-5.683635234832764,1
211,-5.34,-5.41167688369751,2
212,-5.56,-6.647945404052734,0
213,-6.44,-5.307394504547119,4
214,-5.19,-5.648963451385498,2
215,-5.75,-5.553343772888184,2
216,-5.62,-6.064693927764893,3
217,-6.22,-5.504538059234619,2
218,-5.93,-5.729856967926025,4
219,-5.04,-5.764185905456543,2
220,-6.23,-6.5980329513549805,3
221,-7.04,-6.072149276733398,0
222,-5.3,-5.768596172332764,3
223,-7.13,-5.908615589141846,1
224,-5.52,-5.819729804992676,4
225,-5.11,-6.054527282714844,0
226,-5.79,-6.492610454559326,1
227,-6.59,-5.998539447784424,4
228,-5.16,-5.447630405426025,2
229,-6.51,-5.952015399932861,3
230,-5.23,-6.418333530426025,2
231,-6.66,-6.965892791748047,0
232,-7.45,-6.563186168670654,0
233,-5.59,-5.967370986938477,4
234,-5.63,-6.383789539337158,0
235,-6.34,-5.447338581085205,2
236,-5.35,-6.1842498779296875,4
237,-6.2,-6.416368007659912,1
238,-5.82,-5.43548583984375,2
239,-7.76,-6.414449214935303,2
240,-5.75,-5.989404678344727,2
241,-5.3,-5.661012649536133,0
242,-5.78,-5.505130290985107,1
243,-7.44,-6.638719081878662,0
244,-5.27,-5.5882415771484375,4
245,-6.85,-5.7964887619018555,1
246,-5.69,-6.872690677642822,0
247,-5.53,-6.215281963348389,4
248,-6.86,-6.442606449127197,3
249,-5.3,-5.680708408355713,3
250,-6.48,-6.000950813293457,4
251,-6.27,-6.159933567047119,3
