,exp,pred,cv
151,-5.94,-5.748353958129883,0
152,-6.0,-5.471612453460693,1
153,-4.98,-5.345020771026611,2
154,-5.1,-5.39237117767334,2
155,-5.1,-5.547072887420654,2
156,-5.1,-5.424884796142578,1
157,-5.18,-5.186786651611328,4
158,-5.29,-5.391449928283691,4
159,-5.3,-5.17456579208374,0
160,-5.31,-5.478922367095947,3
161,-5.38,-5.463075637817383,3
162,-5.4,-5.237863063812256,0
163,-5.47,-5.40740442276001,2
164,-5.47,-5.531545162200928,1
165,-5.54,-5.399944305419922,4
166,-5.8,-5.377844333648682,0
167,-7.13,-7.197817325592041,0
168,-5.55,-5.940835952758789,1
169,-7.33,-6.590096473693848,2
170,-8.28,-7.857088088989258,1
171,-4.99,-5.292609214782715,0
172,-5.17,-5.295670986175537,0
173,-6.14,-5.485356330871582,1
174,-5.17,-5.653896808624268,1
175,-5.51,-5.545382022857666,2
176,-6.56,-6.945053577423096,3
177,-5.16,-5.644052982330322,3
178,-6.86,-6.535114765167236,1
179,-7.96,-7.656722068786621,3
180,-5.2,-5.645191192626953,1
181,-5.62,-5.566661834716797,3
182,-5.34,-5.289796829223633,0
183,-5.43,-5.802868843078613,4
184,-6.08,-6.119029521942139,2
185,-5.01,-5.241816997528076,3
186,-6.43,-6.01327657699585,3
187,-7.62,-6.865663051605225,1
188,-5.44,-5.422975540161133,3
189,-5.29,-5.457590579986572,1
190,-5.65,-5.405669689178467,4
191,-6.32,-6.048802852630615,0
192,-5.05,-5.509391784667969,1
193,-6.67,-5.985807418823242,4
194,-7.72,-7.046382904052734,1
195,-5.17,-5.493112564086914,1
196,-5.76,-5.4775166511535645,0
197,-5.48,-5.645951747894287,1
198,-5.26,-5.44565486907959,2
199,-5.32,-5.684218883514404,1
200,-8.12,-7.845476150512695,2
201,-6.64,-6.93674373626709,3
202,-8.2,-7.099950790405273,4
203,-9.0,-8.461880683898926,3
204,-5.4,-5.727885723114014,0
205,-5.18,-5.4457597732543945,1
206,-6.58,-6.332048416137695,0
207,-5.73,-6.196319103240967,0
208,-6.02,-6.177506923675537,4
209,-6.5,-6.633557319641113,0
210,-5.25,-5.7844319343566895,1
211,-5.34,-5.877864360809326,2
212,-5.56,-6.256795406341553,0
213,-6.44,-6.38178825378418,4
214,-5.19,-5.3335795402526855,2
215,-5.75,-5.248608589172363,2
216,-5.62,-5.674267292022705,3
217,-6.22,-6.476327896118164,2
218,-5.93,-6.428342342376709,4
219,-5.04,-5.833060264587402,2
220,-6.23,-6.284706115722656,3
221,-7.04,-7.0326433181762695,0
222,-5.3,-5.8114848136901855,3
223,-7.13,-5.80866813659668,1
224,-5.52,-5.7630109786987305,4
225,-5.11,-5.56796407699585,0
226,-5.79,-6.770929336547852,1
227,-6.59,-6.4235992431640625,4
228,-5.16,-5.524430274963379,2
229,-6.51,-6.109017372131348,3
230,-5.23,-5.722312927246094,2
231,-6.66,-6.478837966918945,0
232,-7.45,-6.890757083892822,0
233,-5.59,-5.806798458099365,4
234,-5.63,-7.1088385581970215,0
235,-6.34,-5.291959285736084,2
236,-5.35,-6.060705661773682,4
237,-6.2,-6.021426200866699,1
238,-5.82,-5.88130521774292,2
239,-7.76,-6.507546424865723,2
240,-5.75,-5.707283973693848,2
241,-5.3,-6.137044906616211,0
242,-5.78,-5.570010185241699,1
243,-7.44,-6.68571662902832,0
244,-5.27,-5.904411792755127,4
245,-6.85,-6.079463005065918,1
246,-5.69,-6.283426761627197,0
247,-5.53,-6.855010509490967,4
248,-6.86,-6.586122035980225,3
249,-5.3,-5.613091468811035,3
250,-6.48,-6.309014797210693,4
251,-6.27,-6.57778787612915,3
