,exp,pred,cv
152,-6.0,-5.626859664916992,1
153,-4.98,-5.316209316253662,2
154,-5.1,-5.355391979217529,2
155,-5.1,-5.330592155456543,2
156,-5.1,-5.282173156738281,1
157,-5.18,-5.625337600708008,4
158,-5.29,-5.084868431091309,4
159,-5.3,-6.046877861022949,0
160,-5.31,-6.120265960693359,3
161,-5.38,-5.134928226470947,3
162,-5.4,-5.67711877822876,0
163,-5.47,-5.313480854034424,2
164,-5.47,-5.44106912612915,1
165,-5.54,-5.576254367828369,4
166,-5.8,-5.1605143547058105,0
167,-7.13,-6.536942958831787,0
168,-5.55,-6.200706958770752,1
169,-7.33,-5.714452743530273,2
170,-8.28,-6.813214302062988,1
171,-4.99,-4.9944047927856445,0
172,-5.17,-5.18562650680542,0
173,-6.14,-5.611626625061035,1
174,-5.17,-6.317968845367432,1
175,-5.51,-5.415543079376221,2
176,-6.56,-7.002679824829102,3
177,-5.16,-6.146398067474365,3
178,-6.86,-5.409688472747803,1
179,-7.96,-7.854977130889893,3
180,-5.2,-5.611626625061035,1
181,-5.62,-5.307304859161377,3
182,-5.34,-5.514803409576416,0
183,-5.43,-6.336587905883789,4
184,-6.08,-6.4818572998046875,2
185,-5.01,-6.146398067474365,3
186,-6.43,-6.862593650817871,3
187,-7.62,-5.177091121673584,1
188,-5.44,-5.307304859161377,3
189,-5.29,-5.635971546173096,1
190,-5.65,-5.3372039794921875,4
191,-6.32,-5.50590181350708,0
192,-5.05,-5.611626625061035,1
193,-6.67,-8.779921531677246,4
194,-7.72,-5.177091121673584,1
195,-5.17,-5.635971546173096,1
196,-5.76,-5.367343902587891,0
197,-5.48,-6.317968845367432,1
198,-5.26,-5.415543079376221,2
199,-5.32,-5.823956489562988,1
200,-8.12,-5.967724800109863,2
201,-6.64,-5.576331615447998,3
202,-8.2,-6.4834723472595215,4
203,-9.0,-5.970579624176025,3
204,-5.4,-5.514803409576416,0
205,-5.18,-5.593345642089844,1
206,-6.58,-5.260076999664307,0
207,-5.73,-5.359088897705078,0
208,-6.02,-5.482461452484131,4
209,-6.5,-6.301445007324219,0
210,-5.25,-5.020113468170166,1
211,-5.34,-5.967724800109863,2
212,-5.56,-8.564326286315918,0
213,-6.44,-5.830571174621582,4
214,-5.19,-5.967724800109863,2
215,-5.75,-5.925084114074707,2
216,-5.62,-6.404387950897217,3
217,-6.22,-5.8981242179870605,2
218,-5.93,-5.182651519775391,4
219,-5.04,-5.6025590896606445,2
220,-6.23,-8.843317985534668,3
221,-7.04,-6.471678256988525,0
222,-5.3,-6.715702056884766,3
223,-7.13,-5.96714448928833,1
224,-5.52,-5.646288871765137,4
225,-5.11,-7.134693145751953,0
226,-5.79,-7.2556939125061035,1
227,-6.59,-7.311534404754639,4
228,-5.16,-5.548550128936768,2
229,-6.51,-6.404387950897217,3
230,-5.23,-6.068418502807617,2
231,-6.66,-5.926395893096924,0
232,-7.45,-6.2183051109313965,0
233,-5.59,-5.772511005401611,4
234,-5.63,-6.3081464767456055,0
235,-6.34,-5.35626745223999,2
236,-5.35,-6.142253875732422,4
237,-6.2,-6.474462985992432,1
238,-5.82,-5.808272361755371,2
239,-7.76,-5.987306118011475,2
240,-5.75,-6.058604717254639,2
241,-5.3,-6.25969934463501,0
242,-5.78,-5.771206378936768,1
243,-7.44,-5.686194896697998,0
244,-5.27,-7.232923984527588,4
245,-6.85,-5.626859664916992,1
246,-5.69,-8.792387962341309,0
247,-5.53,-8.70707893371582,4
248,-6.86,-9.12411117553711,3
249,-5.3,-5.154266357421875,3
250,-6.48,-5.576254367828369,4
251,-6.27,-8.777661323547363,3
