,exp,pred,cv
186,-6.43,-6.238655090332031,3
187,-7.62,-6.928293228149414,1
188,-5.44,-5.320806980133057,3
189,-5.29,-5.457018852233887,1
190,-5.65,-5.335338115692139,4
191,-6.32,-6.052250862121582,0
192,-5.05,-5.471944332122803,1
193,-6.67,-6.000228404998779,4
194,-7.72,-6.626069068908691,1
195,-5.17,-5.476412296295166,1
196,-5.76,-5.373594284057617,0
197,-5.48,-5.549010276794434,1
198,-5.26,-5.652369022369385,2
199,-5.32,-5.592269420623779,1
200,-8.12,-7.5863542556762695,2
201,-6.64,-7.261990547180176,3
202,-8.2,-7.119329452514648,4
203,-9.0,-8.318339347839355,3
204,-5.4,-5.525590419769287,0
205,-5.18,-5.506158828735352,1
206,-6.58,-6.1611714363098145,0
207,-5.73,-6.236042499542236,0
208,-6.02,-5.9163103103637695,4
209,-6.5,-6.489357948303223,0
210,-5.25,-5.7419257164001465,1
211,-5.34,-5.856518745422363,2
212,-5.56,-6.331203460693359,0
213,-6.44,-6.195225715637207,4
214,-5.19,-5.44992733001709,2
215,-5.75,-5.284099102020264,2
216,-5.62,-5.8820929527282715,3
217,-6.22,-6.323262691497803,2
218,-5.93,-6.055176734924316,4
219,-5.04,-5.82834529876709,2
220,-6.23,-6.227679252624512,3
221,-7.04,-6.746635913848877,0
222,-5.3,-5.945433139801025,3
223,-7.13,-5.78830099105835,1
224,-5.52,-5.64991569519043,4
225,-5.11,-5.506420135498047,0
226,-5.79,-6.37623405456543,1
227,-6.59,-6.352616786956787,4
228,-5.16,-5.396725177764893,2
229,-6.51,-5.950597763061523,3
230,-5.23,-5.807586193084717,2
231,-6.66,-6.5326080322265625,0
232,-7.45,-6.87544584274292,0
233,-5.59,-5.743887901306152,4
234,-5.63,-6.880523204803467,0
235,-6.34,-5.300234317779541,2
236,-5.35,-6.013630390167236,4
237,-6.2,-6.064554691314697,1
238,-5.82,-5.774142742156982,2
239,-7.76,-6.6334333419799805,2
240,-5.75,-5.655051231384277,2
241,-5.3,-5.850686073303223,0
242,-5.78,-5.643204689025879,1
243,-7.44,-6.732420921325684,0
244,-5.27,-5.6190505027771,4
245,-6.85,-6.008965969085693,1
246,-5.69,-6.35940408706665,0
247,-5.53,-6.47064733505249,4
248,-6.86,-6.4766011238098145,3
249,-5.3,-5.742369651794434,3
250,-6.48,-6.317387104034424,4
251,-6.27,-6.3048295974731445,3
