,exp,pred,cv
171,-4.99,-5.263515472412109,0
172,-5.17,-5.489114761352539,0
173,-6.14,-5.451922416687012,1
174,-5.17,-5.419704914093018,1
175,-5.51,-5.493640422821045,2
176,-6.56,-6.894833564758301,3
177,-5.16,-5.616607189178467,3
178,-6.86,-6.241806507110596,1
179,-7.96,-7.593893051147461,3
180,-5.2,-5.276260852813721,1
181,-5.62,-5.311059951782227,3
182,-5.34,-5.441361904144287,0
183,-5.43,-5.384313583374023,4
184,-6.08,-5.9053497314453125,2
185,-5.01,-5.159978866577148,3
186,-6.43,-6.303238868713379,3
187,-7.62,-6.979027271270752,1
188,-5.44,-5.2949018478393555,3
189,-5.29,-5.234300136566162,1
190,-5.65,-5.31655216217041,4
191,-6.32,-6.009725570678711,0
192,-5.05,-5.437735080718994,1
193,-6.67,-6.169737339019775,4
194,-7.72,-6.741960525512695,1
195,-5.17,-5.452836513519287,1
196,-5.76,-5.2727437019348145,0
197,-5.48,-5.547479629516602,1
198,-5.26,-5.653262615203857,2
199,-5.32,-5.753754615783691,1
200,-8.12,-7.6599650382995605,2
201,-6.64,-7.1830315589904785,3
202,-8.2,-7.2673468589782715,4
203,-9.0,-8.444219589233398,3
204,-5.4,-5.425718784332275,0
205,-5.18,-5.730581760406494,1
206,-6.58,-6.25039005279541,0
207,-5.73,-6.256654262542725,0
208,-6.02,-5.832019329071045,4
209,-6.5,-6.441802024841309,0
210,-5.25,-5.5656867027282715,1
211,-5.34,-5.583969593048096,2
212,-5.56,-6.1696953773498535,0
213,-6.44,-6.1968092918396,4
214,-5.19,-5.357049942016602,2
215,-5.75,-5.287779808044434,2
216,-5.62,-6.004179954528809,3
217,-6.22,-6.405874252319336,2
218,-5.93,-6.06675910949707,4
219,-5.04,-5.657250881195068,2
220,-6.23,-6.177316188812256,3
221,-7.04,-7.021081924438477,0
222,-5.3,-5.901525020599365,3
223,-7.13,-5.638513565063477,1
224,-5.52,-5.577132701873779,4
225,-5.11,-5.500958442687988,0
226,-5.79,-6.3497843742370605,1
227,-6.59,-6.370090007781982,4
228,-5.16,-5.372777462005615,2
229,-6.51,-5.919150352478027,3
230,-5.23,-5.873208522796631,2
231,-6.66,-6.60781192779541,0
232,-7.45,-6.74622917175293,0
233,-5.59,-5.677807331085205,4
234,-5.63,-6.825394630432129,0
235,-6.34,-5.263518333435059,2
236,-5.35,-6.1647419929504395,4
237,-6.2,-6.014333248138428,1
238,-5.82,-5.801605224609375,2
239,-7.76,-6.740946292877197,2
240,-5.75,-5.722569465637207,2
241,-5.3,-5.649041175842285,0
242,-5.78,-5.829918384552002,1
243,-7.44,-6.809828281402588,0
244,-5.27,-5.720580577850342,4
245,-6.85,-5.837713718414307,1
246,-5.69,-5.979485988616943,0
247,-5.53,-6.375305652618408,4
248,-6.86,-6.586867809295654,3
249,-5.3,-5.680952072143555,3
250,-6.48,-6.372723579406738,4
251,-6.27,-6.321498870849609,3
