,exp,pred,cv
171,-4.99,-5.707984447479248,0
172,-5.17,-5.347515106201172,0
173,-6.14,-5.7473344802856445,1
174,-5.17,-5.743990421295166,1
175,-5.51,-5.829737663269043,2
176,-6.56,-5.866544246673584,3
177,-5.16,-5.7057390213012695,3
178,-6.86,-6.011519908905029,1
179,-7.96,-6.889644622802734,3
180,-5.2,-5.888781547546387,1
181,-5.62,-5.615661144256592,3
182,-5.34,-6.00508975982666,0
183,-5.43,-5.982845306396484,4
184,-6.08,-5.572303295135498,2
185,-5.01,-5.358791351318359,3
186,-6.43,-5.826498985290527,3
187,-7.62,-6.585864543914795,1
188,-5.44,-5.537290573120117,3
189,-5.29,-5.793158531188965,1
190,-5.65,-5.659687042236328,4
191,-6.32,-6.714807510375977,0
192,-5.05,-5.888704299926758,1
193,-6.67,-6.034903049468994,4
194,-7.72,-5.68495512008667,1
195,-5.17,-5.9275712966918945,1
196,-5.76,-5.615118026733398,0
197,-5.48,-5.933935642242432,1
198,-5.26,-6.3945722579956055,2
199,-5.32,-5.943018436431885,1
200,-8.12,-6.480625629425049,2
201,-6.64,-6.629449844360352,3
202,-8.2,-5.94351863861084,4
203,-9.0,-6.939918518066406,3
204,-5.4,-5.725659370422363,0
205,-5.18,-5.4648261070251465,1
206,-6.58,-5.957513332366943,0
207,-5.73,-6.603272914886475,0
208,-6.02,-5.757649898529053,4
209,-6.5,-6.570516109466553,0
210,-5.25,-5.561409950256348,1
211,-5.34,-5.5239667892456055,2
212,-5.56,-6.599490165710449,0
213,-6.44,-5.210055351257324,4
214,-5.19,-5.860231399536133,2
215,-5.75,-5.4438157081604,2
216,-5.62,-5.956768989562988,3
217,-6.22,-5.663504123687744,2
218,-5.93,-5.724685192108154,4
219,-5.04,-5.665550231933594,2
220,-6.23,-6.496504783630371,3
221,-7.04,-5.794095039367676,0
222,-5.3,-5.989398002624512,3
223,-7.13,-5.760861396789551,1
224,-5.52,-5.778536796569824,4
225,-5.11,-5.781188488006592,0
226,-5.79,-6.539214134216309,1
227,-6.59,-5.824953079223633,4
228,-5.16,-5.546639442443848,2
229,-6.51,-6.116472244262695,3
230,-5.23,-5.963964939117432,2
231,-6.66,-6.950592517852783,0
232,-7.45,-6.9012980461120605,0
233,-5.59,-5.980232238769531,4
234,-5.63,-6.3593010902404785,0
235,-6.34,-5.3665852546691895,2
236,-5.35,-6.012717247009277,4
237,-6.2,-6.26810884475708,1
238,-5.82,-5.65330696105957,2
239,-7.76,-6.231639385223389,2
240,-5.75,-6.149873733520508,2
241,-5.3,-5.777801513671875,0
242,-5.78,-5.613207817077637,1
243,-7.44,-6.518890380859375,0
244,-5.27,-5.970651149749756,4
245,-6.85,-5.925469398498535,1
246,-5.69,-6.610810279846191,0
247,-5.53,-6.55940055847168,4
248,-6.86,-6.667755126953125,3
249,-5.3,-6.088272571563721,3
250,-6.48,-6.389585971832275,4
251,-6.27,-6.566619873046875,3
