,exp,pred,cv
153,-4.98,-5.455935478210449,2
154,-5.1,-5.295503616333008,2
155,-5.1,-5.454482555389404,2
156,-5.1,-5.33190393447876,1
157,-5.18,-5.267324447631836,4
158,-5.29,-5.367080211639404,4
159,-5.3,-5.118779182434082,0
160,-5.31,-5.269465446472168,3
161,-5.38,-5.273090362548828,3
162,-5.4,-5.124167442321777,0
163,-5.47,-5.295503616333008,2
164,-5.47,-5.760273456573486,1
165,-5.54,-5.267324447631836,4
166,-5.8,-5.118779182434082,0
167,-7.13,-7.215746879577637,0
168,-5.55,-5.75935173034668,1
169,-7.33,-6.77728271484375,2
170,-8.28,-8.227550506591797,1
171,-4.99,-5.346831321716309,0
172,-5.17,-5.532052993774414,0
173,-6.14,-5.534158706665039,1
174,-5.17,-5.5543622970581055,1
175,-5.51,-5.694207191467285,2
176,-6.56,-6.736908435821533,3
177,-5.16,-5.40850305557251,3
178,-6.86,-6.602137565612793,1
179,-7.96,-7.812234878540039,3
180,-5.2,-5.24894380569458,1
181,-5.62,-5.599410533905029,3
182,-5.34,-5.327694416046143,0
183,-5.43,-5.594052314758301,4
184,-6.08,-6.063592433929443,2
185,-5.01,-5.2167253494262695,3
186,-6.43,-6.302829265594482,3
187,-7.62,-7.541727542877197,1
188,-5.44,-5.327223777770996,3
189,-5.29,-5.40184211730957,1
190,-5.65,-5.157540798187256,4
191,-6.32,-5.971634387969971,0
192,-5.05,-5.361196517944336,1
193,-6.67,-6.488300800323486,4
194,-7.72,-7.473079681396484,1
195,-5.17,-5.417367935180664,1
196,-5.76,-5.310427665710449,0
197,-5.48,-5.476236820220947,1
198,-5.26,-5.238775730133057,2
199,-5.32,-5.384087562561035,1
200,-8.12,-7.731428623199463,2
201,-6.64,-7.138540267944336,3
202,-8.2,-7.493117809295654,4
203,-9.0,-8.594157218933105,3
204,-5.4,-5.499573230743408,0
205,-5.18,-5.729288101196289,1
206,-6.58,-6.421109199523926,0
207,-5.73,-6.395039081573486,0
208,-6.02,-6.272404193878174,4
209,-6.5,-6.591843605041504,0
210,-5.25,-5.462838172912598,1
211,-5.34,-5.409845352172852,2
212,-5.56,-5.951961517333984,0
213,-6.44,-6.580459117889404,4
214,-5.19,-5.277996063232422,2
215,-5.75,-5.30502462387085,2
216,-5.62,-5.893587589263916,3
217,-6.22,-6.62124490737915,2
218,-5.93,-6.298072338104248,4
219,-5.04,-5.781007289886475,2
220,-6.23,-6.262855529785156,3
221,-7.04,-7.551467418670654,0
222,-5.3,-5.524125576019287,3
223,-7.13,-5.356313228607178,1
224,-5.52,-5.7308735847473145,4
225,-5.11,-5.371208190917969,0
226,-5.79,-6.216985702514648,1
227,-6.59,-6.596244812011719,4
228,-5.16,-5.427278518676758,2
229,-6.51,-5.984917640686035,3
230,-5.23,-5.925353050231934,2
231,-6.66,-6.163081645965576,0
232,-7.45,-6.544062614440918,0
233,-5.59,-5.842106819152832,4
234,-5.63,-7.12957763671875,0
235,-6.34,-5.3048930168151855,2
236,-5.35,-6.026087284088135,4
237,-6.2,-6.2471394538879395,1
238,-5.82,-5.9934401512146,2
239,-7.76,-6.6518731117248535,2
240,-5.75,-5.82218599319458,2
241,-5.3,-5.832369804382324,0
242,-5.78,-5.658301830291748,1
243,-7.44,-7.132201671600342,0
244,-5.27,-5.922964572906494,4
245,-6.85,-6.2246832847595215,1
246,-5.69,-6.117160797119141,0
247,-5.53,-6.6604743003845215,4
248,-6.86,-6.487618446350098,3
249,-5.3,-5.629192352294922,3
250,-6.48,-5.9949870109558105,4
251,-6.27,-6.434508323669434,3
