,exp,pred,cv
62,-6.74,-7.809499740600586,3
63,-6.36,-7.085136413574219,3
64,-5.72,-6.325245380401611,3
65,-5.5,-6.322281360626221,3
66,-6.55,-5.995069980621338,4
67,-6.18,-6.743209362030029,2
68,-9.0,-6.459228038787842,2
69,-5.83,-5.7639288902282715,4
70,-6.15,-6.675745010375977,0
71,-6.79,-6.3765974044799805,2
72,-6.31,-7.7376275062561035,1
73,-6.16,-5.5553669929504395,4
74,-6.39,-7.160410404205322,4
75,-6.77,-8.12443733215332,0
76,-9.0,-8.252973556518555,0
77,-9.0,-6.999314785003662,1
78,-6.46,-5.8312602043151855,1
79,-5.37,-7.4381303787231445,0
80,-9.0,-7.881463050842285,1
81,-6.47,-7.289327144622803,2
82,-6.64,-7.4120330810546875,0
83,-6.83,-7.199434757232666,2
84,-7.0,-7.1340179443359375,0
85,-7.11,-7.192075252532959,1
86,-7.12,-6.852169513702393,4
87,-7.14,-6.9326276779174805,3
88,-7.16,-7.34173583984375,0
89,-7.17,-7.167949199676514,2
90,-7.26,-6.654776096343994,3
91,-7.27,-6.916647434234619,4
92,-7.3,-7.278304100036621,2
93,-7.32,-6.71883487701416,1
94,-7.36,-6.654776096343994,3
95,-7.45,-7.015382766723633,4
96,-7.47,-7.258622169494629,4
97,-5.36,-6.78834867477417,4
98,-5.86,-6.409668922424316,1
99,-6.13,-5.876145362854004,0
100,-6.18,-6.454818248748779,1
101,-6.31,-6.538888454437256,0
102,-6.35,-6.395843505859375,4
103,-6.36,-6.401811122894287,3
104,-6.41,-6.339972972869873,3
105,-6.44,-6.506490230560303,3
106,-6.46,-6.653323650360107,2
107,-6.5,-6.659234523773193,3
108,-6.51,-6.519101619720459,1
109,-6.56,-6.541366100311279,0
110,-6.64,-6.708532810211182,4
111,-6.64,-6.172914028167725,4
112,-6.75,-6.747818946838379,1
113,-6.76,-6.653323650360107,2
114,-6.78,-6.742948532104492,4
115,-6.79,-6.292773246765137,2
116,-6.8,-6.750772953033447,2
117,-6.85,-6.378357887268066,1
118,-6.88,-5.922152042388916,3
119,-7.08,-6.485424041748047,4
120,-4.96,-5.644202709197998,2
121,-5.02,-5.6123881340026855,2
122,-5.32,-6.12908411026001,3
123,-5.34,-5.5943450927734375,3
124,-5.34,-5.327029228210449,0
125,-5.46,-6.311506271362305,1
126,-5.54,-5.7974677085876465,4
127,-5.55,-6.211708068847656,4
128,-5.61,-5.51304817199707,4
129,-5.65,-6.271059513092041,3
130,-5.7,-6.215570449829102,3
131,-5.76,-6.055529594421387,0
132,-5.83,-6.2390851974487305,4
133,-5.88,-6.497813701629639,1
134,-5.91,-5.039480209350586,1
135,-5.93,-5.822116851806641,3
136,-5.93,-5.755856037139893,4
137,-6.04,-5.772676467895508,2
138,-6.09,-5.946163654327393,0
139,-6.24,-6.302290439605713,3
140,-6.37,-5.831961154937744,3
141,-6.4,-5.666560649871826,3
142,-6.4,-6.154318809509277,1
143,-6.42,-5.475968360900879,2
144,-6.44,-5.851316928863525,1
145,-6.47,-5.299196243286133,0
146,-6.54,-5.875004768371582,2
147,-6.72,-5.791225433349609,2
148,-5.06,-5.825021743774414,4
149,-5.11,-5.396305084228516,0
150,-5.47,-5.841535568237305,4
151,-5.94,-5.1861138343811035,0
152,-6.0,-5.305408954620361,1
153,-4.98,-5.3444414138793945,2
154,-5.1,-5.329201698303223,2
155,-5.1,-5.421309471130371,2
156,-5.1,-5.217111110687256,1
157,-5.18,-5.457980155944824,4
158,-5.29,-5.108760833740234,4
159,-5.3,-5.071641445159912,0
160,-5.31,-5.386890411376953,3
161,-5.38,-5.098166465759277,3
162,-5.4,-5.246555805206299,0
163,-5.47,-5.213061332702637,2
164,-5.47,-5.809726715087891,1
165,-5.54,-5.186772346496582,4
166,-5.8,-5.089669227600098,0
167,-7.13,-7.211142063140869,0
168,-5.55,-5.754380226135254,1
169,-7.33,-6.682800769805908,2
170,-8.28,-8.198969841003418,1
171,-4.99,-5.344167709350586,0
172,-5.17,-5.501834869384766,0
173,-6.14,-5.465363502502441,1
174,-5.17,-5.52091646194458,1
175,-5.51,-5.709338665008545,2
176,-6.56,-6.766501426696777,3
177,-5.16,-5.367520809173584,3
178,-6.86,-6.684935092926025,1
179,-7.96,-7.837603569030762,3
180,-5.2,-5.294376850128174,1
181,-5.62,-5.4933037757873535,3
182,-5.34,-5.327970504760742,0
183,-5.43,-5.63373327255249,4
184,-6.08,-6.0090789794921875,2
185,-5.01,-5.182507514953613,3
186,-6.43,-6.314329624176025,3
187,-7.62,-7.497743129730225,1
188,-5.44,-5.3549065589904785,3
189,-5.29,-5.461373805999756,1
190,-5.65,-5.197822093963623,4
191,-6.32,-5.912774562835693,0
192,-5.05,-5.358619689941406,1
193,-6.67,-6.4272284507751465,4
194,-7.72,-7.290534019470215,1
195,-5.17,-5.343874931335449,1
196,-5.76,-5.315120697021484,0
197,-5.48,-5.59709358215332,1
198,-5.26,-5.256951808929443,2
199,-5.32,-5.462404727935791,1
200,-8.12,-7.861627578735352,2
201,-6.64,-7.1924052238464355,3
202,-8.2,-7.475775241851807,4
203,-9.0,-8.504671096801758,3
204,-5.4,-5.546916484832764,0
205,-5.18,-5.732165336608887,1
206,-6.58,-6.350749969482422,0
207,-5.73,-6.431149482727051,0
208,-6.02,-6.276414394378662,4
209,-6.5,-6.409127712249756,0
210,-5.25,-5.448969841003418,1
211,-5.34,-5.403826713562012,2
212,-5.56,-5.9436845779418945,0
213,-6.44,-6.493439197540283,4
214,-5.19,-5.233561992645264,2
215,-5.75,-5.278508186340332,2
216,-5.62,-5.848598480224609,3
217,-6.22,-6.557418346405029,2
218,-5.93,-6.254383087158203,4
219,-5.04,-5.745433330535889,2
220,-6.23,-6.551729202270508,3
221,-7.04,-7.375559329986572,0
222,-5.3,-5.387443542480469,3
223,-7.13,-5.267196178436279,1
224,-5.52,-5.668606758117676,4
225,-5.11,-5.420799732208252,0
226,-5.79,-6.474690914154053,1
227,-6.59,-6.492622375488281,4
228,-5.16,-5.399951934814453,2
229,-6.51,-5.870175361633301,3
230,-5.23,-5.8767170906066895,2
231,-6.66,-6.21920108795166,0
232,-7.45,-6.47310209274292,0
233,-5.59,-5.722254753112793,4
234,-5.63,-7.153816223144531,0
235,-6.34,-5.266918182373047,2
236,-5.35,-6.140049457550049,4
237,-6.2,-6.156032085418701,1
238,-5.82,-6.07890510559082,2
239,-7.76,-6.58798885345459,2
240,-5.75,-5.630751132965088,2
241,-5.3,-5.855047225952148,0
242,-5.78,-5.691292762756348,1
243,-7.44,-7.1836161613464355,0
244,-5.27,-5.981272220611572,4
245,-6.85,-6.197927474975586,1
246,-5.69,-6.322286605834961,0
247,-5.53,-6.618496894836426,4
248,-6.86,-6.833514213562012,3
249,-5.3,-5.674251556396484,3
250,-6.48,-6.099182605743408,4
251,-6.27,-6.798980712890625,3
