,exp,pred,cv
110,-6.64,-6.773269176483154,4
111,-6.64,-6.436849594116211,4
112,-6.75,-6.177575588226318,1
113,-6.76,-6.471892356872559,2
114,-6.78,-6.421565055847168,4
115,-6.79,-6.175162315368652,2
116,-6.8,-6.60745906829834,2
117,-6.85,-6.5460991859436035,1
118,-6.88,-6.465209007263184,3
119,-7.08,-6.1406145095825195,4
120,-4.96,-5.960055351257324,2
121,-5.02,-5.571202278137207,2
122,-5.32,-5.845493793487549,3
123,-5.34,-5.5592851638793945,3
124,-5.34,-5.597164630889893,0
125,-5.46,-5.833051681518555,1
126,-5.54,-5.679622173309326,4
127,-5.55,-5.73387336730957,4
128,-5.61,-5.484477996826172,4
129,-5.65,-6.271265983581543,3
130,-5.7,-5.940515518188477,3
131,-5.76,-6.246129035949707,0
132,-5.83,-5.967391014099121,4
133,-5.88,-5.752263069152832,1
134,-5.91,-5.988960266113281,1
135,-5.93,-5.878059387207031,3
136,-5.93,-5.825565814971924,4
137,-6.04,-6.169772148132324,2
138,-6.09,-5.614651203155518,0
139,-6.24,-6.176202774047852,3
140,-6.37,-6.21055793762207,3
141,-6.4,-5.986506462097168,3
142,-6.4,-5.864211559295654,1
143,-6.42,-5.695679187774658,2
144,-6.44,-5.716131687164307,1
145,-6.47,-5.877676486968994,0
146,-6.54,-5.952581405639648,2
147,-6.72,-6.023177146911621,2
148,-5.06,-5.931337356567383,4
149,-5.11,-5.388360500335693,0
150,-5.47,-5.545807838439941,4
151,-5.94,-5.693753719329834,0
152,-6.0,-5.4013261795043945,1
153,-4.98,-5.332192420959473,2
154,-5.1,-5.44433069229126,2
155,-5.1,-5.514425754547119,2
156,-5.1,-5.451379299163818,1
157,-5.18,-5.247437477111816,4
158,-5.29,-5.351867198944092,4
159,-5.3,-5.216744899749756,0
160,-5.31,-5.437630653381348,3
161,-5.38,-5.450133800506592,3
162,-5.4,-5.225963115692139,0
163,-5.47,-5.422189235687256,2
164,-5.47,-5.460214614868164,1
165,-5.54,-5.3769755363464355,4
166,-5.8,-5.372274875640869,0
167,-7.13,-7.185366153717041,0
168,-5.55,-5.993842601776123,1
169,-7.33,-6.484381675720215,2
170,-8.28,-7.862405300140381,1
171,-4.99,-5.340236663818359,0
172,-5.17,-5.3106255531311035,0
173,-6.14,-5.310636520385742,1
174,-5.17,-5.624145030975342,1
175,-5.51,-5.4479475021362305,2
176,-6.56,-6.973746299743652,3
177,-5.16,-5.552547931671143,3
178,-6.86,-6.4223856925964355,1
179,-7.96,-7.685543537139893,3
180,-5.2,-5.585299968719482,1
181,-5.62,-5.443991184234619,3
182,-5.34,-5.2539238929748535,0
183,-5.43,-5.76550817489624,4
184,-6.08,-6.084514141082764,2
185,-5.01,-5.2471489906311035,3
186,-6.43,-5.930476188659668,3
187,-7.62,-6.966804027557373,1
188,-5.44,-5.432967662811279,3
189,-5.29,-5.384176731109619,1
190,-5.65,-5.33959436416626,4
191,-6.32,-6.075770378112793,0
192,-5.05,-5.513981342315674,1
193,-6.67,-5.987513065338135,4
194,-7.72,-7.050127983093262,1
195,-5.17,-5.440245628356934,1
196,-5.76,-5.541502475738525,0
197,-5.48,-5.574881076812744,1
198,-5.26,-5.354827404022217,2
199,-5.32,-5.627142906188965,1
200,-8.12,-7.908569812774658,2
201,-6.64,-7.086564064025879,3
202,-8.2,-7.119431972503662,4
203,-9.0,-8.332059860229492,3
204,-5.4,-5.725921630859375,0
205,-5.18,-5.419343948364258,1
206,-6.58,-6.295290470123291,0
207,-5.73,-6.17704963684082,0
208,-6.02,-6.170126914978027,4
209,-6.5,-6.621554851531982,0
210,-5.25,-5.855200290679932,1
211,-5.34,-5.890131950378418,2
212,-5.56,-6.275329113006592,0
213,-6.44,-6.253822326660156,4
214,-5.19,-5.292548656463623,2
215,-5.75,-5.207115173339844,2
216,-5.62,-5.660314083099365,3
217,-6.22,-6.523852825164795,2
218,-5.93,-6.386005878448486,4
219,-5.04,-5.788768768310547,2
220,-6.23,-6.422774314880371,3
221,-7.04,-6.9680867195129395,0
222,-5.3,-5.833654880523682,3
223,-7.13,-5.7517991065979,1
224,-5.52,-5.685447692871094,4
225,-5.11,-5.488512992858887,0
226,-5.79,-6.794990539550781,1
227,-6.59,-6.40173864364624,4
228,-5.16,-5.52201509475708,2
229,-6.51,-5.926803112030029,3
230,-5.23,-5.70259952545166,2
231,-6.66,-6.49482536315918,0
232,-7.45,-6.955192565917969,0
233,-5.59,-5.788291931152344,4
234,-5.63,-7.163727283477783,0
235,-6.34,-5.237452030181885,2
236,-5.35,-6.223520278930664,4
237,-6.2,-6.09201717376709,1
238,-5.82,-5.946392059326172,2
239,-7.76,-6.4950175285339355,2
240,-5.75,-5.691354274749756,2
241,-5.3,-6.100257873535156,0
242,-5.78,-5.629593849182129,1
243,-7.44,-6.691082000732422,0
244,-5.27,-5.933976173400879,4
245,-6.85,-6.0182013511657715,1
246,-5.69,-6.204864025115967,0
247,-5.53,-6.868746280670166,4
248,-6.86,-6.855851650238037,3
249,-5.3,-5.597836017608643,3
250,-6.48,-6.254542827606201,4
251,-6.27,-6.738672733306885,3
