,exp,pred,cv
118,-6.88,-6.631018161773682,3
119,-7.08,-6.974161624908447,4
120,-4.96,-6.079109191894531,2
121,-5.02,-5.699877738952637,2
122,-5.32,-5.577350616455078,3
123,-5.34,-5.927128314971924,3
124,-5.34,-5.714017868041992,0
125,-5.46,-5.662413120269775,1
126,-5.54,-5.854188919067383,4
127,-5.55,-6.234799385070801,4
128,-5.61,-5.8122639656066895,4
129,-5.65,-7.132320880889893,3
130,-5.7,-6.423431396484375,3
131,-5.76,-6.194575786590576,0
132,-5.83,-5.9628143310546875,4
133,-5.88,-5.871494293212891,1
134,-5.91,-6.514582633972168,1
135,-5.93,-5.7353692054748535,3
136,-5.93,-6.153928756713867,4
137,-6.04,-6.4954352378845215,2
138,-6.09,-5.392937183380127,0
139,-6.24,-6.374650478363037,3
140,-6.37,-6.870577335357666,3
141,-6.4,-5.921777725219727,3
142,-6.4,-5.620595455169678,1
143,-6.42,-5.735416889190674,2
144,-6.44,-5.762259483337402,1
145,-6.47,-5.517868518829346,0
146,-6.54,-6.48581600189209,2
147,-6.72,-5.921960830688477,2
148,-5.06,-6.058157920837402,4
149,-5.11,-5.276305675506592,0
150,-5.47,-5.469834804534912,4
151,-5.94,-5.95632791519165,0
152,-6.0,-5.469854354858398,1
153,-4.98,-5.65724515914917,2
154,-5.1,-5.707195281982422,2
155,-5.1,-5.631074905395508,2
156,-5.1,-5.339090347290039,1
157,-5.18,-5.622365951538086,4
158,-5.29,-5.916455268859863,4
159,-5.3,-5.970142841339111,0
160,-5.31,-5.30120325088501,3
161,-5.38,-5.738304138183594,3
162,-5.4,-5.337971210479736,0
163,-5.47,-5.870299339294434,2
164,-5.47,-5.8349928855896,1
165,-5.54,-5.6963887214660645,4
166,-5.8,-5.616391658782959,0
167,-7.13,-6.974891662597656,0
168,-5.55,-5.720241546630859,1
169,-7.33,-6.927286624908447,2
170,-8.28,-6.198733329772949,1
171,-4.99,-5.737669944763184,0
172,-5.17,-5.352868556976318,0
173,-6.14,-5.7768988609313965,1
174,-5.17,-5.818700313568115,1
175,-5.51,-5.632077217102051,2
176,-6.56,-5.813380241394043,3
177,-5.16,-5.654874801635742,3
178,-6.86,-6.083334922790527,1
179,-7.96,-6.818081378936768,3
180,-5.2,-5.949080467224121,1
181,-5.62,-5.597787857055664,3
182,-5.34,-5.875810146331787,0
183,-5.43,-6.117713451385498,4
184,-6.08,-5.567864894866943,2
185,-5.01,-5.297412395477295,3
186,-6.43,-5.92576789855957,3
187,-7.62,-6.540343761444092,1
188,-5.44,-5.55429220199585,3
189,-5.29,-5.75712251663208,1
190,-5.65,-5.56246280670166,4
191,-6.32,-6.552482604980469,0
192,-5.05,-5.820971488952637,1
193,-6.67,-6.185128688812256,4
194,-7.72,-5.692498683929443,1
195,-5.17,-5.925756454467773,1
196,-5.76,-5.605976104736328,0
197,-5.48,-6.141135215759277,1
198,-5.26,-6.335936546325684,2
199,-5.32,-5.969440460205078,1
200,-8.12,-6.495152950286865,2
201,-6.64,-7.018646717071533,3
202,-8.2,-5.909251689910889,4
203,-9.0,-6.730236530303955,3
204,-5.4,-5.680169582366943,0
205,-5.18,-5.639441013336182,1
206,-6.58,-6.001072406768799,0
207,-5.73,-6.586790084838867,0
208,-6.02,-6.02841854095459,4
209,-6.5,-6.736932754516602,0
210,-5.25,-5.612839221954346,1
211,-5.34,-5.409870624542236,2
212,-5.56,-6.684831619262695,0
213,-6.44,-5.2310967445373535,4
214,-5.19,-5.82971715927124,2
215,-5.75,-5.5400848388671875,2
216,-5.62,-6.095882892608643,3
217,-6.22,-5.717929840087891,2
218,-5.93,-5.796347141265869,4
219,-5.04,-5.691309452056885,2
220,-6.23,-6.121969699859619,3
221,-7.04,-5.985162258148193,0
222,-5.3,-5.873533248901367,3
223,-7.13,-5.798266887664795,1
224,-5.52,-5.746790409088135,4
225,-5.11,-5.863053798675537,0
226,-5.79,-6.4439215660095215,1
227,-6.59,-5.328890323638916,4
228,-5.16,-5.490087032318115,2
229,-6.51,-6.519317150115967,3
230,-5.23,-5.986852169036865,2
231,-6.66,-6.8126091957092285,0
232,-7.45,-6.620591163635254,0
233,-5.59,-5.7620978355407715,4
234,-5.63,-6.350990295410156,0
235,-6.34,-5.363332271575928,2
236,-5.35,-5.984659194946289,4
237,-6.2,-6.242156505584717,1
238,-5.82,-5.562788009643555,2
239,-7.76,-6.224872589111328,2
240,-5.75,-6.109736442565918,2
241,-5.3,-5.7483367919921875,0
242,-5.78,-5.875329971313477,1
243,-7.44,-6.588634490966797,0
244,-5.27,-5.8495941162109375,4
245,-6.85,-6.1551513671875,1
246,-5.69,-6.424806594848633,0
247,-5.53,-6.44777250289917,4
248,-6.86,-6.816898822784424,3
249,-5.3,-6.039149761199951,3
250,-6.48,-6.391458988189697,4
251,-6.27,-6.163125514984131,3
