gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,MAE_cv0,MAE_cv1,MAE_cv2,MAE_cv3,MAE_cv4,MAE,MAE_std
0.0,0.01,2,1,100,0.1,0.1,0.4,0.6041160808432336,0.5734175388205285,0.5834533588278527,0.6099681812791263,0.6016142760669483,0.594513887167538,0.015401656186326732
0.0,0.01,2,1,100,0.1,0.1,0.6,0.6098916265581168,0.5750060014238545,0.5850048524314282,0.6092486309799493,0.5989034635225932,0.5956109149831883,0.015311906496403467
0.0,0.01,2,1,100,0.1,0.1,0.8,0.610020896171121,0.5716183173123528,0.5844500855483261,0.612811099690082,0.5972637840962878,0.5952328365636339,0.017361739747969344
0.0,0.01,2,1,100,0.1,0.1,1.0,0.6086665888599321,0.577270936496585,0.5861734462925031,0.6176496624778298,0.6033397990899927,0.5986200866433684,0.016553230174345478
0.0,0.01,2,1,100,0.1,0.5,0.4,0.6018763285038518,0.5766767203854579,0.5852568291196636,0.6104387450835284,0.6056085008097629,0.5959714247804528,0.014353855379248588
0.0,0.01,2,1,100,0.1,0.5,0.6,0.6090035239275764,0.574878882821401,0.5853858185861625,0.6105951849226858,0.5994814716470007,0.5958689763809651,0.015434606443845254
0.0,0.01,2,1,100,0.1,0.5,0.8,0.6109719795788036,0.5762400756630243,0.5846922810049618,0.615477407167472,0.5989706071367451,0.5972704701102014,0.01675263200519294
0.0,0.01,2,1,100,0.1,0.5,1.0,0.6115235941288518,0.5799086053025488,0.5874076204617817,0.6182018221425075,0.6045778855940873,0.6003239055259554,0.016176867564837154
0.0,0.01,2,1,100,0.1,1.0,0.4,0.6049641829172769,0.5764129232070024,0.587519187224145,0.6121031267652324,0.6113087792882732,0.598461639880386,0.015805896039286744
0.0,0.01,2,1,100,0.1,1.0,0.6,0.6112820323196112,0.5788795311161117,0.5841703218329187,0.609937316976809,0.6008169858521105,0.5970172376195122,0.01482287545904366
0.0,0.01,2,1,100,0.1,1.0,0.8,0.6131648571743684,0.5778265675488641,0.5850823642599816,0.6185949226061503,0.6029909172656489,0.5995319257710027,0.01761484950658039
0.0,0.01,2,1,100,0.1,1.0,1.0,0.614620608845879,0.584295278229433,0.5884270894237593,0.6207024883214165,0.6077690449826857,0.6031629019606346,0.016072212718689576
0.0,0.01,2,1,100,0.5,0.0,0.4,0.604123995921191,0.5775195695185193,0.5861551257395278,0.6115545551430945,0.6043558825361962,0.5967418257717058,0.014260615353073998
0.0,0.01,2,1,100,0.5,0.0,0.6,0.6088910974035076,0.5767649214707169,0.5848874841129079,0.6102986739214729,0.5991038452559826,0.5959892044329176,0.014779563560873774
0.0,0.01,2,1,100,0.5,0.0,0.8,0.6124461979940825,0.5747568820242788,0.5862092288447363,0.6134386418866176,0.599158039154726,0.5972017979808882,0.016766518271721313
0.0,0.01,2,1,100,0.5,0.0,1.0,0.610695265154745,0.5805818911421532,0.586515334888533,0.6172094827838972,0.6044938251869351,0.5998991598312526,0.015728936393759496
0.0,0.01,2,1,100,0.5,0.1,0.4,0.606258817057516,0.5781922705313738,0.5860675763803369,0.6100736175948498,0.6051555251906899,0.5971495613509533,0.014109345240240578
0.0,0.01,2,1,100,0.5,0.1,0.6,0.6094913996621674,0.5764756974725163,0.5857531535503911,0.610929822545893,0.5999811170895893,0.5965262380641114,0.015046414674459628
0.0,0.01,2,1,100,0.5,0.1,0.8,0.6117519664278217,0.5749791300268734,0.58488201862784,0.6151322088073281,0.5993420785698236,0.5972174804919372,0.017200367291389834
0.0,0.01,2,1,100,0.5,0.1,1.0,0.6117047207233952,0.5814034848381492,0.5870830913094913,0.6166364659234589,0.6044214292451446,0.6002498384079278,0.015376006734019178
0.0,0.01,2,1,100,0.5,0.5,0.4,0.6052662438991023,0.5776584868412391,0.5876371660400839,0.6128502356921925,0.6097998176125918,0.5986423900170419,0.015261599333000798
0.0,0.01,2,1,100,0.5,0.5,0.6,0.6107205033489301,0.5790415379898222,0.585666574192047,0.6109210376963896,0.600309289631189,0.5973317885716756,0.014520686800125027
0.0,0.01,2,1,100,0.5,0.5,0.8,0.6131725674442217,0.5781784341494242,0.5860084557682861,0.6183133041232239,0.6024511989369111,0.5996247920844133,0.0172202073047191
0.0,0.01,2,1,100,0.5,0.5,1.0,0.6136506396948123,0.5839023145769155,0.5888355070413327,0.6189572398989809,0.6078372683655981,0.6026365939155279,0.015460942126267935
0.0,0.01,2,1,100,0.5,1.0,0.4,0.6072623949144401,0.5789549385482189,0.5866356412550983,0.614563393497467,0.6123088846711551,0.5999450505772759,0.016107677136070343
0.0,0.01,2,1,100,0.5,1.0,0.6,0.6109081260456758,0.5818897734754226,0.5865200316223445,0.6109428395327399,0.6024066344822154,0.5985334810316797,0.013633243407297812
0.0,0.01,2,1,100,0.5,1.0,0.8,0.6158328840237037,0.5799946070914175,0.5855233211723029,0.6190831498968834,0.60361932702532,0.6008106578419256,0.017567373873425607
0.0,0.01,2,1,100,0.5,1.0,1.0,0.6180000469095567,0.5872068949101018,0.5890429484086879,0.6199994475888271,0.6091261833733204,0.6046751042380987,0.015666080674488762
0.0,0.01,2,1,100,1.0,0.0,0.4,0.605910163045397,0.5784419220213797,0.5868897155668221,0.6135615652364843,0.6094921495456321,0.5988591030831432,0.015322116670518087
0.0,0.01,2,1,100,1.0,0.0,0.6,0.6102205835791195,0.5805892906319863,0.5878907547857248,0.6120576753878125,0.6002302481763502,0.5981977105121986,0.01375744434404592
0.0,0.01,2,1,100,1.0,0.0,0.8,0.6131927017118416,0.5783789990929996,0.5857188996726392,0.6183082813861323,0.6022572324734108,0.5995712228674048,0.01721070816268114
0.0,0.01,2,1,100,1.0,0.0,1.0,0.6147019685576943,0.5853376170494977,0.5883154777395959,0.6167714135506573,0.6077738599571527,0.6025800673709195,0.014799416260791051
0.0,0.01,2,1,100,1.0,0.1,0.4,0.6077109980545792,0.5793310022765514,0.5865576605684617,0.6145981646668677,0.6103627532659791,0.5997121157664879,0.015711795946957777
0.0,0.01,2,1,100,1.0,0.1,0.6,0.6114869147412916,0.5807843248834798,0.5876460783266554,0.6114112764788608,0.6009582039702172,0.5984573596801009,0.013901865442370875
0.0,0.01,2,1,100,1.0,0.1,0.8,0.6138766878651638,0.5794014178893145,0.5859127919926364,0.6184290687261843,0.6029431919434491,0.6001126316833496,0.01705537308277441
0.0,0.01,2,1,100,1.0,0.1,1.0,0.6152242455650778,0.5856472259671079,0.5886962073868396,0.6179690731927461,0.6086061086729461,0.6032285721569435,0.015086333301537035
0.0,0.01,2,1,100,1.0,0.5,0.4,0.6083890981711593,0.5795632783085692,0.5887859056379281,0.6165395917593264,0.6130671832832635,0.6012690114320491,0.0162022367161915
0.0,0.01,2,1,100,1.0,0.5,0.6,0.6104719739109862,0.5829972324184344,0.5862635612506493,0.6114926421726451,0.6021520076546014,0.5986754834814633,0.01337335348327336
0.0,0.01,2,1,100,1.0,0.5,0.8,0.6148953466714597,0.5803552630368402,0.5856672863305784,0.6202411353896645,0.6039460808099484,0.6010210224476982,0.017559017664523432
0.0,0.01,2,1,100,1.0,0.5,1.0,0.6193546115071165,0.5879761235498915,0.5886354286941827,0.6186236126937118,0.6107617333711362,0.6050703019632078,0.01567196635213776
0.0,0.01,2,1,100,1.0,1.0,0.4,0.6096556068962695,0.5814083472999871,0.588330799070994,0.61768862471674,0.6142696717430564,0.6022706099454094,0.016323167380888317
0.0,0.01,2,1,100,1.0,1.0,0.6,0.6100166766091889,0.5840121198897268,0.5890942953165841,0.6137128658238579,0.6045521375637428,0.60027761904062,0.013069619344105006
0.0,0.01,2,1,100,1.0,1.0,0.8,0.6168006460732104,0.5821673107614704,0.5876934029560463,0.621982715885312,0.6034238539022557,0.6024135859156591,0.017446736321834657
0.0,0.01,2,1,100,1.0,1.0,1.0,0.6226606838357215,0.5895637806836296,0.5902713139290903,0.6194799999816745,0.6121210464664533,0.6068193649793138,0.015897641895189385
0.0,0.01,2,1,200,0.0,0.0,0.4,0.5564797054215974,0.5224316141072441,0.5393745940264534,0.5538466566889895,0.5479062129469477,0.5440077566382464,0.013734514412232939
0.0,0.01,2,1,200,0.0,0.0,0.6,0.5618985081560472,0.5229912193784527,0.5381487403757432,0.5573190065608304,0.5425480219710107,0.5445810992884169,0.01560271202913108
0.0,0.01,2,1,200,0.0,0.0,0.8,0.5579161573148241,0.5244200884725534,0.534292210075902,0.5620153454855377,0.5462987758879568,0.5449885154473548,0.015781514381088615
0.0,0.01,2,1,200,0.0,0.0,1.0,0.5549809809909148,0.5300345817809011,0.5365695967337665,0.5715613772822361,0.5474498598753237,0.5481192793326284,0.01625972387533114
0.0,0.01,2,1,200,0.0,0.1,0.4,0.5552265647215002,0.5228946138363259,0.5401712181427899,0.5554953660890167,0.5469242933684704,0.5441424112316208,0.013478929663597922
0.0,0.01,2,1,200,0.0,0.1,0.6,0.558723284814872,0.5223358597325344,0.5394353590198592,0.5571825508192474,0.5432941238833409,0.5441942356539708,0.014841119451490083
0.0,0.01,2,1,200,0.0,0.1,0.8,0.5591583214778526,0.5235729918292924,0.5334730147268258,0.5617278732505498,0.5459611316568711,0.5447786665882784,0.01637793264470783
0.0,0.01,2,1,200,0.0,0.1,1.0,0.5550230683682011,0.5298529208632077,0.5371595647232205,0.5719595601979424,0.5461113162227705,0.5480212860750684,0.016384294257731333
0.0,0.01,2,1,200,0.0,0.5,0.4,0.5522893482226952,0.520181963784087,0.5392795913677589,0.556566402500751,0.5492654464609482,0.5435165504672481,0.014515209107909717
0.0,0.01,2,1,200,0.0,0.5,0.6,0.5555515654601303,0.5247754694377674,0.541786868983624,0.5586745157578412,0.5456602360033521,0.5452897311285431,0.013394961302742044
0.0,0.01,2,1,200,0.0,0.5,0.8,0.5594897470511642,0.5258604582281673,0.535770672899134,0.5657832217683979,0.5493321041312872,0.5472472408156301,0.016484191551595598
0.0,0.01,2,1,200,0.0,0.5,1.0,0.5559194305382522,0.5295694609978621,0.535577306321088,0.5728920388539631,0.5443403463139254,0.5476597166050181,0.01724205009319017
0.0,0.01,2,1,200,0.0,1.0,0.4,0.5520389810393838,0.5207018360418432,0.541058127304152,0.5583553321015601,0.5563000708318224,0.5456908694637523,0.015485124954516717
0.0,0.01,2,1,200,0.0,1.0,0.6,0.5563896488096199,0.5257062431672039,0.5420944521716997,0.5608687957894568,0.5439405792647717,0.5457999438405504,0.013785471176873348
0.0,0.01,2,1,200,0.0,1.0,0.8,0.5592647260534997,0.5253086536295273,0.5360490132780636,0.5713969906638651,0.5529489269724079,0.5489936621194728,0.01838199910957661
0.0,0.01,2,1,200,0.0,1.0,1.0,0.5617848840433008,0.5290265471701528,0.5396676783879598,0.5751925525478288,0.5496805040378197,0.5510704332374123,0.018128456431675863
0.0,0.01,2,1,200,0.1,0.0,0.4,0.5549398273916806,0.5224381547778261,0.53878294728784,0.5562978460480185,0.5488556009965784,0.5442628753003886,0.01402033338661361
0.0,0.01,2,1,200,0.1,0.0,0.6,0.5612486875664954,0.5242207223462123,0.5395453773199343,0.5574328210924185,0.5422071421193141,0.5449309500888748,0.014898845526041048
0.0,0.01,2,1,200,0.1,0.0,0.8,0.5587820318390342,0.5247828953069799,0.5340939510962542,0.5633227598900888,0.5461758923811071,0.5454315061026929,0.016231088162613063
0.0,0.01,2,1,200,0.1,0.0,1.0,0.5555977731742111,0.5304691634683047,0.5363308506797342,0.5705707569215812,0.5457167045780257,0.5477370497643713,0.01593370817191868
0.0,0.01,2,1,200,0.1,0.1,0.4,0.5548007808610504,0.5218497661291385,0.5395576210096771,0.5563047647214403,0.5453424034885331,0.5435710672419679,0.013958096434125787
0.0,0.01,2,1,200,0.1,0.1,0.6,0.5589998117372101,0.5245099021070143,0.5390340517455456,0.5571057446161906,0.54342593125736,0.5446150882926641,0.014139637008451207
0.0,0.01,2,1,200,0.1,0.1,0.8,0.5588846759085562,0.5236155859909805,0.5338215886733111,0.5637960658821405,0.5462146830371781,0.5452665198984332,0.016803620522291524
0.0,0.01,2,1,200,0.1,0.1,1.0,0.5544871487767089,0.5299999677658082,0.5365248066715165,0.5723403410818062,0.5443232597594168,0.5475351048110513,0.0166031194862669
0.0,0.01,2,1,200,0.1,0.5,0.4,0.5505573711339165,0.519962096900566,0.5399366719769496,0.5570766076181448,0.5519923527567994,0.5439050200772753,0.014766184338616739
0.0,0.01,2,1,200,0.1,0.5,0.6,0.5550378322320826,0.5247242332851185,0.5427184707286311,0.5607814441157322,0.5449312101438935,0.5456386381010916,0.0138210852044376
0.0,0.01,2,1,200,0.1,0.5,0.8,0.559384889531603,0.5271210584210414,0.5354371322070851,0.5660432671098148,0.5491525936874688,0.5474277881914026,0.01619121974035352
0.0,0.01,2,1,200,0.1,0.5,1.0,0.5575870683090359,0.5287788746179319,0.5375435658941081,0.5723621966324601,0.544574472023459,0.548169235495399,0.017145030018480306
0.0,0.01,2,1,200,0.1,1.0,0.4,0.5525991470804402,0.5193889421780904,0.5424388760061825,0.559659483645944,0.5581684837004718,0.5464509865222258,0.016568156879357115
0.0,0.01,2,1,200,0.1,1.0,0.6,0.5574085950645746,0.5272819984922222,0.5412502719617358,0.5624032179346271,0.5444058362455929,0.5465499839397505,0.013903003661501535
0.0,0.01,2,1,200,0.1,1.0,0.8,0.5604119681751026,0.526325759227603,0.5368192548377841,0.5720378699957156,0.5527793685408199,0.549674844155405,0.018272074131563707
0.0,0.01,2,1,200,0.1,1.0,1.0,0.5637321854591371,0.5295035627664304,0.5395053812045677,0.5758541476492787,0.5510050931799646,0.5519200740518757,0.018505591192683604
0.0,0.01,2,1,200,0.5,0.0,0.4,0.5548653760012459,0.5212086475110522,0.5424760874224644,0.5598339167501412,0.5489898385571498,0.5454747732484106,0.015037960976089533
0.0,0.01,2,1,200,0.5,0.0,0.6,0.5578757499750923,0.5270396008977704,0.5418320685648451,0.558324518732931,0.5447079010851242,0.5459559678511525,0.012956228342851327
0.0,0.01,2,1,200,0.5,0.0,0.8,0.5589531431235519,0.5269979136261286,0.5352551169189752,0.564651080346575,0.5482918341300066,0.5468298176290475,0.015763787862143507
0.0,0.01,2,1,200,0.5,0.0,1.0,0.5585723662787793,0.5299360778789894,0.537343028975468,0.5716397001696567,0.5439887661840401,0.5482959878973868,0.016778994451433073
0.0,0.01,2,1,200,0.5,0.1,0.4,0.5562749204317728,0.5206626568102369,0.5421534085965625,0.5573453160566443,0.5508184910605936,0.545450958591162,0.01510610832910955
0.0,0.01,2,1,200,0.5,0.1,0.6,0.5571470586963728,0.5247615709323509,0.5429198685720855,0.5584983670159882,0.5465624043333763,0.5459778539100347,0.013613761611960979
0.0,0.01,2,1,200,0.5,0.1,0.8,0.5590889941234214,0.5263583318037145,0.5351364925964206,0.5661620100806741,0.5492498778174905,0.5471991412843442,0.016469755212405904
0.0,0.01,2,1,200,0.5,0.1,1.0,0.5597726449255849,0.5303467845673655,0.5373141740256664,0.5706451469309188,0.5451129762556038,0.548638345341028,0.01645841898664781
0.0,0.01,2,1,200,0.5,0.5,0.4,0.5526701643551097,0.5203696261181551,0.5437074887743183,0.5598309664782356,0.554455235223209,0.5462066961898054,0.015566275930635138
0.0,0.01,2,1,200,0.5,0.5,0.6,0.5569963223681731,0.528414558135762,0.5439395810950036,0.5617878166049135,0.5456440779573777,0.5473564712322461,0.012986473346145572
0.0,0.01,2,1,200,0.5,0.5,0.8,0.5597932929992676,0.5258690219374264,0.538987937224145,0.5703249776597117,0.5517197426440668,0.5493389944929234,0.01741662859764312
0.0,0.01,2,1,200,0.5,0.5,1.0,0.5627290662073621,0.5291787674754274,0.5402319317088408,0.5732729762208227,0.5516409962336222,0.5514107475692149,0.017502437371606214
0.0,0.01,2,1,200,0.5,1.0,0.4,0.5551253994025436,0.5208426603410758,0.5426265599437788,0.5624678761968426,0.5564774102641087,0.5475079812296698,0.01656156534053423
0.0,0.01,2,1,200,0.5,1.0,0.6,0.5579138191952424,0.5313710735040552,0.5445389997968487,0.5640356568411284,0.5476820899271497,0.5491083278528849,0.01262819201076654
0.0,0.01,2,1,200,0.5,1.0,0.8,0.5632155037038467,0.528531863822189,0.537942250807145,0.5720472196971669,0.5526690627827363,0.5508811801626168,0.017820221132267156
0.0,0.01,2,1,200,0.5,1.0,1.0,0.5686799082943037,0.532960244734147,0.542587777524836,0.5766234590492996,0.5565462081740884,0.555479519555335,0.017998395871902228
0.0,0.01,2,1,200,1.0,0.0,0.4,0.5552474842015435,0.5219874433143465,0.543064549365698,0.5618874852891061,0.5530658857813068,0.5470505695904002,0.015552782399225303
0.0,0.01,2,1,200,1.0,0.0,0.6,0.5568814197315889,0.5300068544630911,0.5461975328969021,0.5621472643085554,0.5459991630049312,0.5482464468810138,0.012346320769666007
0.0,0.01,2,1,200,1.0,0.0,0.8,0.5608488446029962,0.5271645850256377,0.5384398482995875,0.5697855502951379,0.5501660007869495,0.5492809658020618,0.01704186917170119
0.0,0.01,2,1,200,1.0,0.0,1.0,0.5644339475257724,0.5322241846888672,0.541825909169515,0.5717352116809171,0.5544943218156403,0.5529427149761423,0.01612804010334194
0.0,0.01,2,1,200,1.0,0.1,0.4,0.555728412809559,0.5215726614017113,0.5437448455062567,0.5623029463992398,0.5535434368862825,0.5473784606006099,0.015887190923790866
0.0,0.01,2,1,200,1.0,0.1,0.6,0.559191336592506,0.529353245492075,0.5464095425044789,0.5618199306525435,0.5469164288576911,0.548738096819859,0.012892999055056711
0.0,0.01,2,1,200,1.0,0.1,0.8,0.5616808087442435,0.5276944921493529,0.5381464809698218,0.5714979256368151,0.5513284391795887,0.5500696293359644,0.017595341733761784
0.0,0.01,2,1,200,1.0,0.1,1.0,0.5669947962386935,0.5328373965730854,0.5417440296023499,0.5728365483358795,0.555384671830196,0.5539594885160408,0.016760474238992296
0.0,0.01,2,1,200,1.0,0.5,0.4,0.5548094743504244,0.5211706414540609,0.5456772974650066,0.565340826292599,0.5552630544494179,0.5484522588023018,0.016763143308354433
0.0,0.01,2,1,200,1.0,0.5,0.6,0.5585167046696532,0.5322429916774525,0.5454683543429656,0.5630042648465026,0.5478027357438031,0.5494070102560754,0.012047428206733348
0.0,0.01,2,1,200,1.0,0.5,0.8,0.561852759028416,0.527970174146166,0.5376615022846297,0.5737298458697748,0.5530825399697995,0.5508593642597572,0.01835044108885458
0.0,0.01,2,1,200,1.0,0.5,1.0,0.5692544722837559,0.5339374218865937,0.5440650029126335,0.5738734296611712,0.5575563153266907,0.555737328414169,0.016781084347006366
0.0,0.01,2,1,200,1.0,1.0,0.4,0.5537172176828571,0.5225184556923661,0.5450980954301123,0.5662859200178407,0.5569704063901714,0.5489180190426695,0.016591006564988714
0.0,0.01,2,1,200,1.0,1.0,0.6,0.5578156870561487,0.5324761539066538,0.5475455596288046,0.5669391509747972,0.5487734009163052,0.5507099904965419,0.0128463357823533
0.0,0.01,2,1,200,1.0,1.0,0.8,0.5642949210765316,0.5312721543106378,0.5403709844402238,0.5768732363569969,0.5530038634749019,0.5531630319318583,0.018227486705963702
0.0,0.01,2,1,200,1.0,1.0,1.0,0.5731883783564847,0.5350415468346839,0.5482256027726566,0.5749920246068169,0.5609792055036507,0.5584853516148586,0.01695393011017703
0.0,0.01,2,1,300,0.0,0.0,0.4,0.5353651500234418,0.4992266629069459,0.5168358265764573,0.5315651717616062,0.5183504745782591,0.5202686571693421,0.014263104599788336
0.0,0.01,2,1,300,0.0,0.0,0.6,0.5405703751395731,0.5045411168584637,0.5151169468711404,0.5397949464760574,0.5127077108925464,0.5225462192475563,0.0165722873599214
0.0,0.01,2,1,300,0.0,0.0,0.8,0.5376025938557644,0.5038901568524978,0.5111480296508939,0.5438168359120688,0.5188114890622157,0.5230538210666881,0.017100883393296306
0.0,0.01,2,1,300,0.0,0.0,1.0,0.5376798511205935,0.5074867126764036,0.5133314741863924,0.55693500698127,0.5196190346549538,0.5270104159239226,0.020200488545977224
0.0,0.01,2,1,300,0.0,0.1,0.4,0.5332534391814587,0.49837809891233265,0.5174149133532655,0.5340984075751959,0.5171309718094621,0.520055166166343,0.014635779208309328
0.0,0.01,2,1,300,0.0,0.1,0.6,0.5381790138169832,0.5048173313496159,0.516774726673201,0.5399130898475647,0.514378944382013,0.5228126212138756,0.015491655671779845
0.0,0.01,2,1,300,0.0,0.1,0.8,0.5380496402459986,0.5045694688236011,0.5116776323037989,0.5425826744584477,0.5188812634411981,0.5231521358546088,0.0165431372812205
0.0,0.01,2,1,300,0.0,0.1,1.0,0.5385520974103142,0.5080345111510333,0.5138501896054137,0.5565914639472961,0.5184049804986691,0.5270866485225454,0.020096951225318505
0.0,0.01,2,1,300,0.0,0.5,0.4,0.5302361075999691,0.4960979722509197,0.5163062861629562,0.5365106691528769,0.51963767563315,0.5197577421599744,0.015509419571209162
0.0,0.01,2,1,300,0.0,0.5,0.6,0.5374280954360962,0.5083533779069489,0.5200407790352316,0.5417864553245844,0.5177982711548899,0.5250813957715502,0.014051497342094866
0.0,0.01,2,1,300,0.0,0.5,0.8,0.5381104536430509,0.5075391672657986,0.5142562147458395,0.5481448624293009,0.5197627265088698,0.525562684918572,0.016983258042776138
0.0,0.01,2,1,300,0.0,0.5,1.0,0.5343940328972012,0.5108910523433312,0.5127808538661284,0.5578253220277674,0.5161023022146786,0.5263987126698214,0.019896649194871843
0.0,0.01,2,1,300,0.0,1.0,0.4,0.5313290514889886,0.5001156064089607,0.5193944263813542,0.5388620274281969,0.5247409336594975,0.5228884090733995,0.014668343731659362
0.0,0.01,2,1,300,0.0,1.0,0.6,0.5387339342509998,0.5101274343546699,0.5195777854414547,0.5445452180207944,0.5178004875912385,0.5261569719318315,0.01471708340461354
0.0,0.01,2,1,300,0.0,1.0,0.8,0.5376315358835109,0.50926406806871,0.5146499586797229,0.5520555535802654,0.5229657587574977,0.5273133749939414,0.017490577502675537
0.0,0.01,2,1,300,0.0,1.0,1.0,0.5390944852623285,0.5110079660359551,0.5164024361498215,0.5589947359720866,0.5172435857454936,0.528548641833137,0.020131998007021153
0.0,0.01,2,1,300,0.1,0.0,0.4,0.5343618121782938,0.4994881015235302,0.5162777055366365,0.5342244802811567,0.5197677549324784,0.5208239708904191,0.014490084895581977
0.0,0.01,2,1,300,0.1,0.0,0.6,0.5391201895059323,0.5072076567930334,0.5164198182480009,0.5401540909206166,0.5155066214860654,0.5236816753907297,0.015005395327492904
0.0,0.01,2,1,300,0.1,0.0,0.8,0.5376602276035384,0.5054708509015102,0.5112406268718196,0.5444976224730996,0.5181209335383247,0.5233980522776585,0.01692363016116092
0.0,0.01,2,1,300,0.1,0.0,1.0,0.5370433916540707,0.5090073326297835,0.5141746176401774,0.5557995697732065,0.517560752324497,0.526717132804347,0.01941140627464531
0.0,0.01,2,1,300,0.1,0.1,0.4,0.5335664594388476,0.4988421924534966,0.517084524713778,0.5334549907684325,0.5158232757755354,0.519754288630018,0.01447740972571135
0.0,0.01,2,1,300,0.1,0.1,0.6,0.5381175996088514,0.5083762551270279,0.5164061018868988,0.5406864030333126,0.5160744408551384,0.5239321601022457,0.014511226979600417
0.0,0.01,2,1,300,0.1,0.1,0.8,0.538527061957939,0.5046164868990579,0.5120264154490303,0.5451425714231004,0.5185631504956414,0.5237751372449537,0.017366905876438698
0.0,0.01,2,1,300,0.1,0.1,1.0,0.5349431439399719,0.5096233345218734,0.514240830152175,0.5574582474072773,0.5163401604914197,0.5265211433025435,0.01979917263917603
0.0,0.01,2,1,300,0.1,0.5,0.4,0.5295268746899624,0.49715987948623364,0.5175019774025562,0.5366973733509288,0.5208739073341968,0.5203520024527755,0.014980145406121964
0.0,0.01,2,1,300,0.1,0.5,0.6,0.5379623531771641,0.5091592551511877,0.5207847624348659,0.5432225344807493,0.5176756995051515,0.5257609209498236,0.014313727346211766
0.0,0.01,2,1,300,0.1,0.5,0.8,0.537522887244879,0.5091730746362724,0.5140062629400515,0.5472474120757158,0.5202649525810691,0.5256429178955976,0.016151453703800743
0.0,0.01,2,1,300,0.1,0.5,1.0,0.5360416587605196,0.5100273589321211,0.5143296897551592,0.5559293665306241,0.5155401951397167,0.5263736538236282,0.019343168867179777
