C,epsilon,gamma,MAE_cv0,MAE_cv1,MAE_cv2,MAE_cv3,MAE_cv4,MAE,MAE_std
0.03125,0.0625,0.00390625,0.7253240801252544,0.6961678348854557,0.6801885765324196,0.7201999154230687,0.719203369986071,0.7082167553904539,0.019285471731691758
0.03125,0.0625,0.0078125,0.7218772703471092,0.6932657284725618,0.6782831219751634,0.7186029715786008,0.7160868791462874,0.7056231943039446,0.018989107557448
0.03125,0.0625,0.015625,0.7343075146754982,0.702237047382543,0.6880468301110383,0.7319497153537865,0.7286074097956394,0.717029703463701,0.02070025616200987
0.03125,0.0625,0.03125,0.7500830960896652,0.716840848697159,0.7012584847305421,0.7481852767383622,0.7467868870338893,0.7326309186579236,0.022251201725741663
0.03125,0.0625,0.0625,0.7585433938526479,0.7246320482314219,0.7072644128117551,0.7559252915228845,0.7551216122932216,0.7402973517423861,0.02309483732263994
0.03125,0.0625,0.125,0.7605233321201493,0.7262090968228058,0.7083530208544482,0.7574679612559135,0.7568839353263366,0.7418874692759307,0.023373658795745864
0.03125,0.0625,0.25,0.7606620652738053,0.7263736202648128,0.7084304198410372,0.7576037533427771,0.7570506834655113,0.7420241084375887,0.023395354352085042
0.03125,0.0625,0.5,0.7606684763162241,0.7263869409577686,0.7084314945331682,0.757607103583623,0.7570581802229079,0.7420304391227385,0.023395779646641884
0.03125,0.0625,1.0,0.7606685661508933,0.726387184772439,0.7084314950980386,0.7576071078431251,0.7570582720332375,0.7420305251795467,0.02339577203115038
0.03125,0.125,3.0517578125e-05,0.7587866108123998,0.726912914563332,0.7079453662089477,0.7567561799437466,0.7578274825980404,0.7416457108252933,0.023112523553313655
0.03125,0.125,6.103515625e-05,0.7582587837788437,0.7263469847057009,0.7074824168660632,0.7561399160044008,0.7572326300419808,0.7410921462793979,0.023068797833308865
0.03125,0.125,0.0001220703125,0.7572213299388546,0.7252321238321617,0.7065725290921592,0.754937892023465,0.7560563537681242,0.7400040457309529,0.02298372911027603
0.03125,0.125,0.000244140625,0.7552175188722687,0.7230877219739111,0.7048152944247371,0.7527606181094784,0.75378101968682,0.7379324346134432,0.02284150432920052
0.03125,0.125,0.00048828125,0.751550928505884,0.719548783628369,0.701588098733319,0.7488454727503007,0.749648463612397,0.7342363494460539,0.02254100296717412
0.03125,0.125,0.0009765625,0.7455450347525348,0.7141812880764536,0.6961467879939633,0.7411629570458957,0.7426228290768665,0.7279317793891428,0.021797244418387797
0.03125,0.125,0.001953125,0.7361345508200131,0.7061770822585844,0.6883122424660002,0.7300692506149787,0.7322255237727586,0.718583729986467,0.020593293193977378
0.03125,0.125,0.00390625,0.7257810452708714,0.6970783371558682,0.6801619121246558,0.7201340501980735,0.7200473014640127,0.7086405292426964,0.019369619801260157
0.03125,0.125,0.0078125,0.7235232973418783,0.6930921817808378,0.6779805330486444,0.7196378503138672,0.7167822432014126,0.7062032211373279,0.01975354072459856
0.03125,0.125,0.015625,0.7354296703111897,0.7017750764457122,0.6872856517022463,0.7324057171666345,0.7302131448300537,0.7174218520911673,0.021595294982689348
0.03125,0.125,0.03125,0.7501801976203388,0.7168535927912489,0.7006434293859933,0.7486440120755348,0.747869971885897,0.7328382407518026,0.022740567634509816
0.03125,0.125,0.0625,0.7576159925548945,0.7254019455371318,0.7069159651311455,0.7562834780086574,0.7565305254633264,0.740549581339031,0.02321033972666924
0.03125,0.125,0.125,0.7590585450720125,0.7270958263189816,0.7080498749957698,0.757433250377807,0.7582680431004989,0.7419811079730139,0.023283964438487775
0.03125,0.125,0.25,0.7591745739369842,0.7272705767372813,0.708128857286042,0.7575427443351738,0.7584270128169918,0.7421087530224946,0.02329453113810858
0.03125,0.125,0.5,0.7591807108526005,0.727283906478085,0.7081299830287011,0.7575458291649421,0.7584369465468979,0.7421154752142453,0.02329537307690147
0.03125,0.125,1.0,0.7591808006280175,0.7272841502252868,0.70812998366013,0.7575458333333214,0.7584370383731067,0.7421155612439725,0.023295367265700702
0.03125,0.25,3.0517578125e-05,0.7561552805037317,0.7232679199753604,0.7074743583288714,0.7558710468703932,0.7553158866863536,0.7396168984729421,0.022828740854869353
0.03125,0.25,6.103515625e-05,0.7556498241620648,0.7227107825895942,0.7070408136439404,0.7552517142686832,0.754710434207047,0.7390727137742659,0.0227752846535039
0.03125,0.25,0.0001220703125,0.754629986308677,0.7216151964133608,0.7061880596010877,0.7541164719733098,0.7535352260305611,0.7380169880653994,0.022683144947618878
0.03125,0.25,0.000244140625,0.7527099661410399,0.7195142375180553,0.7045385826530375,0.7519280364796439,0.7512240000901274,0.7359829645763808,0.02250719434057877
0.03125,0.25,0.00048828125,0.7490681158658433,0.715858124085402,0.7014795669062398,0.7478592861757195,0.7469276678884214,0.7322385521843252,0.022121512518078233
0.03125,0.25,0.0009765625,0.7427982528369522,0.7103378164933087,0.6963360097635194,0.7414035659297348,0.7400630263198804,0.7261877342686791,0.02146101080546193
0.03125,0.25,0.001953125,0.7337128302591198,0.7015810797375237,0.6887729637419422,0.7315459841229379,0.7305895292583245,0.7172404774239696,0.020674859043382187
0.03125,0.25,0.00390625,0.7244897144740836,0.6930811745667809,0.6810180813144712,0.7221666897717457,0.7208305985994959,0.7083172517453155,0.01992060546178819
0.03125,0.25,0.0078125,0.7228175507259043,0.6895982754406073,0.6792894664326921,0.7203895720420191,0.7189686431738849,0.7062127015630215,0.02025042261250543
0.03125,0.25,0.015625,0.7338062020051853,0.699073789381384,0.6878512903417237,0.7309822210150503,0.7298501010283541,0.7163127207543394,0.021282096729819715
0.03125,0.25,0.03125,0.7483965684552764,0.7127928782325572,0.7004575056036647,0.7471089743634253,0.746854529917612,0.7311220913145071,0.022791305817835093
0.03125,0.25,0.0625,0.7549280049347847,0.7204613347596381,0.7066247706695861,0.7547081449303115,0.754035094136828,0.7381514698862297,0.022993144523850456
0.03125,0.25,0.125,0.7560691988839928,0.7225061985723156,0.7077080909851452,0.7561841011267596,0.7554140271157979,0.7395763233368022,0.0229436237363525
0.03125,0.25,0.25,0.7561710451441492,0.7226620084211738,0.7077780098258976,0.756303654472981,0.7555558339699974,0.7396941103668399,0.022954795692619538
0.03125,0.25,0.5,0.7561774443044995,0.7226748790243497,0.7077789373783689,0.7563065525084468,0.755563235321563,0.7397002097074457,0.022955037436261688
0.03125,0.25,1.0,0.7561775345109641,0.7226751224475094,0.7077789379084962,0.7563065563725375,0.7555617646802962,0.7396999831839608,0.022954754941040524
0.03125,0.5,3.0517578125e-05,0.756934267462111,0.7218362319730794,0.7070892644616896,0.756857387343859,0.7544237982692686,0.7394281899020015,0.023400806758097505
0.03125,0.5,6.103515625e-05,0.7563638895093857,0.7213091958004797,0.7066958530421684,0.7562925224394619,0.7538534211768927,0.7389029763936777,0.023332571160663142
0.03125,0.5,0.0001220703125,0.75525184486846,0.720301950484144,0.7059225842070057,0.7551839600333369,0.7527328093126566,0.7378786297811206,0.023195248495155234
0.03125,0.5,0.000244140625,0.7530426175537449,0.7186460470867204,0.7044585470042413,0.7530426538373212,0.7505832599518139,0.7359546250867682,0.022856000186550457
0.03125,0.5,0.00048828125,0.7488338238752703,0.7155330727423762,0.7017511958571874,0.7489324441748899,0.7469090058792109,0.732391908505787,0.022235926067398798
0.03125,0.5,0.0009765625,0.7421624159389002,0.7099204199514729,0.6972020543467857,0.7421985782435603,0.7410014839682137,0.7264969904897866,0.021420210771553552
0.03125,0.5,0.001953125,0.7345945628015159,0.7014447098727703,0.6907494099477157,0.733216673082896,0.7320293401354977,0.7184069391680791,0.02073398979263574
0.03125,0.5,0.00390625,0.726509393113088,0.6928934652949568,0.6845212727589084,0.7252056031556715,0.7237917126978074,0.7105842894040865,0.020211839774815537
0.03125,0.5,0.0078125,0.7256848035184867,0.6915342455790721,0.6832010238244346,0.7246014737906236,0.7219405397344257,0.7093924172894085,0.020366123919776036
0.03125,0.5,0.015625,0.7358549881520192,0.700210677283146,0.6911043265730934,0.7356241467227109,0.7325678713118857,0.7190724020085711,0.021654797653426035
0.03125,0.5,0.03125,0.7492659183991075,0.712889121530403,0.701564370411782,0.7492520532329608,0.7471519377606783,0.7320246802669864,0.023004764047660053
0.03125,0.5,0.0625,0.7559447880397944,0.720504580676509,0.7066120590312396,0.7556637972517797,0.7537543951546797,0.7384959240308004,0.023303910348783013
0.03125,0.5,0.125,0.7570228297908898,0.7219782147420596,0.7075363901852841,0.7568641024696178,0.754961328657661,0.7396725731691024,0.02332461524782025
0.03125,0.5,0.25,0.7571026076692328,0.7221231458517079,0.7075884042673384,0.7569642908950649,0.755085861616085,0.7397728620598858,0.02333294382047275
0.03125,0.5,0.5,0.7571081705614273,0.7221359697325452,0.7075890489818594,0.7569667857101003,0.7550930454427665,0.7397786040857397,0.023332967988295886
0.03125,0.5,1.0,0.7571082597783452,0.722136213133784,0.7075890493697474,0.7569667892156751,0.755093137229316,0.7397786897453735,0.023332954116279968
0.03125,1.0,3.0517578125e-05,0.7575092744195601,0.7313396755209276,0.7188283951393686,0.771142956914223,0.7587419635766666,0.7475124531141492,0.021614653410740772
0.03125,1.0,6.103515625e-05,0.7572763045643589,0.7311628029400993,0.7187052086662231,0.7709259429032284,0.7584996492832844,0.7473139816714388,0.021570896004991635
0.03125,1.0,0.0001220703125,0.7568188149943565,0.7308152122173921,0.7184628643989084,0.7705001163263968,0.7580238339765872,0.7469241683827281,0.021485321864607918
0.03125,1.0,0.000244140625,0.755957185472337,0.7301440812309533,0.718025058213152,0.7696804551055352,0.7570710752408203,0.7461755710525596,0.021309221041249656
0.03125,1.0,0.00048828125,0.7543472824188302,0.7291036810897766,0.7172616420086956,0.7680724167504014,0.7551559034999251,0.7447881851535257,0.020885016222909177
0.03125,1.0,0.0009765625,0.7516230524449334,0.7271566035410633,0.7161744267871246,0.7653334252579864,0.7521958974592687,0.7424966810980753,0.020168424500148347
0.03125,1.0,0.001953125,0.7486424962576135,0.7241067204981851,0.7143658612680561,0.7608432083291785,0.748247561961712,0.739241169662949,0.01926123462928771
0.03125,1.0,0.00390625,0.7453025536845197,0.7205755211174929,0.7119389069436955,0.7571677857405301,0.7443176781954678,0.7358604891363412,0.01884509127219458
0.03125,1.0,0.0078125,0.7453258123500477,0.7198632425163636,0.7113056034233026,0.7573577951117584,0.7441155368040903,0.7355935980411126,0.019224791788564687
0.03125,1.0,0.015625,0.7505892051714922,0.7239458402339513,0.7148586098649473,0.7627636972774787,0.7501394830698888,0.7404593671235518,0.020136389632795102
0.03125,1.0,0.03125,0.7560560325984897,0.7295711842398338,0.719148710024517,0.7698109303098648,0.7567041044669877,0.7462581923279386,0.021054847960275333
0.03125,1.0,0.0625,0.7582617816848221,0.7320929312972574,0.7207006107755694,0.772476102708838,0.7591129413540175,0.7485288735641009,0.02135868782957582
0.03125,1.0,0.125,0.7585665848155119,0.7325484152696837,0.7208690965478531,0.7729645167545711,0.7594982366514311,0.7488893700078102,0.021435786405558335
0.03125,1.0,0.25,0.7585613518576473,0.7326026686642687,0.7208734148676703,0.7730023657337615,0.7595443317141687,0.7489168265675032,0.021439791384840846
0.03125,1.0,0.5,0.7585578488282535,0.7326087828449355,0.7208734068864805,0.7730032460963681,0.7595477077791684,0.7489181984870411,0.021438902836558808
0.03125,1.0,1.0,0.7585577818821164,0.7326089051775024,0.7208734068627449,0.7730032475490134,0.7595477532553063,0.7489182189453366,0.021438878098121398
0.0625,0.015625,3.0517578125e-05,0.7582512358607361,0.7257876162556798,0.7075874557475225,0.7587468385042594,0.7553170174244571,0.741138032758531,0.02326613349348849
0.0625,0.015625,6.103515625e-05,0.7571124874620676,0.7246797371221014,0.7066439572046272,0.7573973097596415,0.7540354015551913,0.7399737786207259,0.02312914135154397
0.0625,0.015625,0.0001220703125,0.7548751428350863,0.7225037652741313,0.7047839756822681,0.754766817271095,0.7515719825957442,0.7377003367316649,0.022875116887512634
0.0625,0.015625,0.000244140625,0.7504849571090045,0.7183595472792906,0.7012137533038174,0.7496058376028683,0.7469576181165116,0.7333243426822985,0.022363335032498155
0.0625,0.015625,0.00048828125,0.7429166668122065,0.711162887062385,0.6946701465139432,0.7403569766875474,0.7386595511344816,0.7255532456421128,0.02152476668322106
0.0625,0.015625,0.0009765625,0.730305022951041,0.7010222119440387,0.6839869329824588,0.7255871994669565,0.7253762080218298,0.7132555150732649,0.019974802624000743
0.0625,0.015625,0.001953125,0.7144603887560238,0.6846965404179797,0.6691551265583728,0.7058378958227565,0.7060551357903802,0.6960410174691025,0.0186217810605042
0.0625,0.015625,0.00390625,0.696998675400291,0.6679110453096573,0.6536935632958834,0.6867021523466418,0.6855540550483641,0.6781718982801677,0.017220503745570978
0.0625,0.015625,0.0078125,0.6914376434598535,0.660736161538541,0.6499486314620758,0.6834375243950904,0.6793884612571144,0.6729896844225352,0.0171133562043562
0.0625,0.015625,0.015625,0.710857315253226,0.6766312744749128,0.6670597363713681,0.7074613749217781,0.7024792961288853,0.692897799430034,0.019739885735715966
0.0625,0.015625,0.03125,0.7407468226418825,0.7073215978665875,0.6932018013930481,0.7401466865556297,0.7365192253142827,0.723587226754286,0.021930280345844776
0.0625,0.015625,0.0625,0.7562919431339191,0.7227135485164328,0.7060587840061885,0.7556603950154094,0.7528413194877708,0.7387131980319441,0.02301153580713292
0.0625,0.015625,0.125,0.7590672653860917,0.725851555828821,0.7085056031643348,0.7586734616816089,0.7561663478446292,0.7416528467810972,0.023194964837277336
0.0625,0.015625,0.25,0.759263953501054,0.7261823493647148,0.7086780729936563,0.7589550204376969,0.7564711987980786,0.7419101190190401,0.023213363076389493
0.0625,0.015625,0.5,0.7592760284029593,0.7262090505302862,0.708680379328626,0.7589620317365257,0.7564859770200365,0.7419226934036868,0.0232138780340873
0.0625,0.015625,1.0,0.759276207932039,0.7262095381956715,0.7086803804855264,0.7589620404411523,0.7564861606631137,0.7419228655435006,0.023213859045606935
0.0625,0.03125,3.0517578125e-05,0.7577151390113613,0.7250994015567902,0.7076897564414378,0.7577870500891477,0.7550245106183853,0.7406631715434244,0.023020218888441482
0.0625,0.03125,6.103515625e-05,0.7566453060903477,0.7240787416709732,0.7067320676016733,0.7564520667699735,0.7538029688752972,0.739542230201653,0.02289897755640688
0.0625,0.03125,0.0001220703125,0.7543453492212665,0.7220882228561398,0.7048665869546287,0.7538757867195989,0.7514481895147944,0.7373248270532856,0.02263179878913934
0.0625,0.03125,0.000244140625,0.7498643992721681,0.718344541230707,0.7012034896509883,0.749018700958023,0.7468134458477504,0.7330489153919274,0.02212242418857968
0.0625,0.03125,0.00048828125,0.7431581422539077,0.7114338955064684,0.6945005227611644,0.7400137420988926,0.7386183026133584,0.7255449210467582,0.021525341787239312
0.0625,0.03125,0.0009765625,0.730369479893282,0.7013879748000712,0.6839625872138468,0.7259008197198826,0.7252618746929272,0.7133765472640019,0.019973639400095486
0.0625,0.03125,0.001953125,0.7142958386687306,0.6850305165646563,0.6691936868731002,0.7059620159373245,0.7059831745577543,0.6960930465203131,0.01852368720314132
0.0625,0.03125,0.00390625,0.6966201242333934,0.6690511396113479,0.6546895072774307,0.6866926002820326,0.6862625713566392,0.6786631885521687,0.016671851198199732
0.0625,0.03125,0.0078125,0.6908825725847282,0.6605316018260966,0.6504661850514402,0.6835531871320224,0.6800304682332984,0.6730928029655172,0.016909866584910314
0.0625,0.03125,0.015625,0.7109938840938606,0.6764769905489618,0.6674225961820811,0.7072007886092005,0.7026943289477234,0.6929577176763655,0.019663587948685037
0.0625,0.03125,0.03125,0.7405958512917947,0.7070482465929095,0.6936201838057643,0.7397793200452452,0.7366510213603341,0.7235389246192095,0.021758273056964816
0.0625,0.03125,0.0625,0.7565784773657979,0.7228466663788353,0.7060408137311291,0.7551428275957155,0.7528525519889591,0.7386922674120875,0.02295785048597828
0.0625,0.03125,0.125,0.7596983348368114,0.7260496320363456,0.7083859389783401,0.7582426184798272,0.7562255587795087,0.7417204166221666,0.023255906431939036
0.0625,0.03125,0.25,0.7599264552003199,0.7263830712222298,0.7085563012663653,0.7585182243393802,0.7565435168701722,0.7419855137796935,0.02328138641979536
0.0625,0.03125,0.5,0.75993879097576,0.7264097164498895,0.7085585772788225,0.7585251955476505,0.7565583247709873,0.741998121004622,0.023282036030134106
0.0625,0.03125,1.0,0.7599389705370809,0.7264102040453447,0.7085585784313715,0.7585252042483419,0.7565585083521893,0.7419982931228656,0.02328201883799927
0.0625,0.0625,3.0517578125e-05,0.758249812445645,0.725074708921601,0.7076609945122914,0.7570834195618874,0.7555336880431691,0.7407205246969187,0.023087735667264075
0.0625,0.0625,6.103515625e-05,0.7572119027805542,0.7240626489192971,0.7066933585803715,0.755696219737018,0.7544001678010757,0.7396128595636633,0.022981339591052977
0.0625,0.0625,0.0001220703125,0.7552320982061531,0.7221580425108833,0.7048269267100833,0.7529771603786963,0.7521425779850818,0.7374673611581796,0.02275563085021981
0.0625,0.0625,0.000244140625,0.7518207279994714,0.7186472127768435,0.7012951984336272,0.7482202503561093,0.7476616196541643,0.7335290018440432,0.022420061568255024
0.0625,0.0625,0.00048828125,0.7443627971415214,0.7125569629671473,0.6951695151211157,0.7395531225552399,0.7392735245769391,0.7261831844723927,0.021378331110798607
0.0625,0.0625,0.0009765625,0.7306264449386194,0.7012475065958381,0.6844078146352015,0.7253746121083497,0.725107108866207,0.7133526974288432,0.019782674609824552
0.0625,0.0625,0.001953125,0.7127326683034054,0.6856901507731905,0.6699450044205059,0.7047024774841006,0.7073555206674114,0.6960851643297227,0.017817005033484105
0.0625,0.0625,0.00390625,0.6959084595693734,0.6684299881792115,0.6549317426154982,0.6870946406128067,0.6876890495349443,0.6788107761023668,0.01671635373280761
0.0625,0.0625,0.0078125,0.6901668294248344,0.6613001338936314,0.6505450953471347,0.6836189675518083,0.6811249571073401,0.6733511966649497,0.016688097156002397
0.0625,0.0625,0.015625,0.7107546400918942,0.6773741492792696,0.6677790733401378,0.7072858975531658,0.7038293165563891,0.6934046153641713,0.019468127767808152
0.0625,0.0625,0.03125,0.7414948803624091,0.706612809714353,0.6942082696444172,0.7397592427613021,0.7369272392046916,0.7238004883374346,0.021858640418902595
0.0625,0.0625,0.0625,0.7565577743889972,0.7230931829433164,0.7062074366688291,0.7547614181575816,0.7536502011932171,0.7388540026703883,0.022910688561440015
0.0625,0.0625,0.125,0.7600343394123248,0.7264008482205921,0.7083467014771735,0.7575941917156606,0.757262306478278,0.7419276774608058,0.02333027055830952
0.0625,0.0625,0.25,0.7603184541360111,0.7267360357562066,0.7084949764411819,0.7578500409443412,0.7575902505814437,0.7421979515718368,0.02337319381819393
0.0625,0.0625,0.5,0.7603312366684758,0.7267627311615068,0.708497106654687,0.7578565741775098,0.7576052656753517,0.7422105828675062,0.023374056118292512
0.0625,0.0625,1.0,0.760331416265372,0.7267632187512272,0.7084971078431361,0.7578546130952142,0.7576054492952331,0.7422103610500365,0.023373712013926656
0.0625,0.125,3.0517578125e-05,0.7582526333895052,0.7263395659151033,0.7074770069276993,0.7561319677306305,0.7572259711712774,0.7410854290268432,0.023068348706694542
0.0625,0.125,6.103515625e-05,0.7571969793223934,0.7252027929408136,0.7065511082419302,0.7549065139000923,0.7560299659663147,0.7399774720743089,0.022981966965471005
0.0625,0.125,0.0001220703125,0.7551220716424148,0.7229730711937353,0.7047313326941222,0.7526522113767179,0.7536774134186015,0.7378312200651184,0.022836945435956334
0.0625,0.125,0.000244140625,0.7511832547193853,0.7192579635850458,0.7012793666344918,0.7483174978747714,0.749277400611845,0.7338630966851077,0.02248070133754655
0.0625,0.125,0.00048828125,0.7442867040248086,0.7132749857129569,0.6949286244420605,0.7394030699588112,0.7411826093332144,0.7266151986943703,0.02162187246214435
0.0625,0.125,0.0009765625,0.7313454792360596,0.7022841324151308,0.6847525088014139,0.7245643871866119,0.7274499003937883,0.714079281606601,0.019912418323573145
0.0625,0.125,0.001953125,0.7133131250619072,0.6858740679099864,0.6699595968102683,0.7071461079569445,0.7068176451641306,0.6966221085806474,0.018163861596855735
0.0625,0.125,0.00390625,0.6943336182861752,0.6662046594596656,0.6553901041171425,0.690959057653394,0.6867625988560312,0.6787300076744817,0.017023368457551896
0.0625,0.125,0.0078125,0.6904262910276223,0.6605745231094571,0.6501911106427177,0.6859696844547324,0.6843614206348247,0.6743046059738709,0.01779816099075268
0.0625,0.125,0.015625,0.711461624452323,0.6769441371212912,0.6670896167657939,0.7080620502102268,0.7059458165114623,0.6939006490122194,0.020373843206484877
0.0625,0.125,0.03125,0.7414884596995275,0.7056606817229184,0.6931048923730296,0.7396441377283784,0.7383780563256783,0.7236552455699063,0.022624973832557717
0.0625,0.125,0.0625,0.7559927243187068,0.7226359981028307,0.7055816390044942,0.7546997684608554,0.7541508424043071,0.7386121944582389,0.023176490669866233
0.0625,0.125,0.125,0.7588377390251041,0.7265555563133255,0.7079396892604175,0.7576130509741849,0.7575976023958922,0.7417087275937848,0.023285045775642246
0.0625,0.125,0.25,0.7590621964795999,0.7269264146394729,0.7081013783826444,0.7578738716879346,0.75791536482755,0.7419758452034404,0.02330624269683049
0.0625,0.125,0.5,0.7590744282490943,0.7269528914724925,0.7081035861472873,0.7578803838133944,0.7579302154749885,0.7419883010314515,0.02330705964915667
0.0625,0.125,1.0,0.7590746077919827,0.7269533786485197,0.7081035873440273,0.757880392156839,0.7579303991084918,0.7419884730099721,0.023307046374123508
0.0625,0.25,3.0517578125e-05,0.7556438943407967,0.7227044674017014,0.7070359715597035,0.7552440545251004,0.7547038423633412,0.7390664460381287,0.022774550558842466
