alpha,MAE_cv0,MAE_cv1,MAE_cv2,MAE_cv3,MAE_cv4,MAE,MAE_std
19.952623149688932,0.5277409559164257,0.5236814009771512,0.5551345204359571,0.5632871196660633,0.554523233076026,0.5448734460143247,0.01788921746323317
25.118864315095976,0.5230227585087247,0.5176378459600481,0.547111842165945,0.5561473243178783,0.5464802136353836,0.538079996917596,0.016756850488365026
31.62277660168402,0.5196784480470417,0.5123152359835801,0.539412837407216,0.5496916103592724,0.5396615072885588,0.5321519278171338,0.015538959875634138
39.81071705535002,0.5172766823729437,0.5080430479384402,0.5324691652539482,0.5438423524309247,0.5335207777667287,0.527030405152597,0.014230262308192966
50.11872336272761,0.5153094301880156,0.5051354172106733,0.5268338794172873,0.5398158971106779,0.5278015892723852,0.5229792426398079,0.013217548132062835
63.09573444801982,0.5141331513981097,0.5027805171900556,0.5218703804521926,0.5379517826977712,0.5233132486242077,0.5200098160724673,0.012919679373854808
79.43282347242878,0.5130597695957063,0.5009037736840641,0.5187206696888247,0.5381751748642345,0.519400208568249,0.5180519192802157,0.01347396547301817
100.00000000000082,0.5139913596112939,0.4996937529461145,0.5182770927111483,0.5403495052854702,0.5175265931574369,0.5179676607422928,0.014585814433382948
125.89254117941765,0.5163850812203712,0.5009696317580351,0.5201148252692611,0.5437261518965992,0.5191672195859904,0.5200725819460514,0.015320192593392503
158.4893192461127,0.5214987691188542,0.5046852639661703,0.5236936289018879,0.5479062909248117,0.5236957698446475,0.5242959445512743,0.015415693571074656
199.52623149688992,0.5291401363077772,0.5091009221770908,0.5284535894536813,0.5538837837445761,0.5310628406841207,0.5303282544734491,0.015897548602503062
251.18864315096027,0.539022713828561,0.5160201667054679,0.5346488993839221,0.5609927737844037,0.5410350356437899,0.5383439178692291,0.016067642801027095
316.2277660168405,0.5502137189380528,0.5249348082765926,0.5431254925948438,0.5694951375380581,0.55203338771008,0.5479605090115255,0.01611649620517877
