max_depth,max_features,min_samples_split,n_estimators,MAE_cv0,MAE_cv1,MAE_cv2,MAE_cv3,MAE_cv4,MAE,MAE_std
,,8,200,0.5178361846486138,0.5091493727757359,0.5230991976778903,0.5458647943975354,0.535069478766415,0.5262038056532381,0.014453926723246737
,,8,300,0.5236431509935585,0.509409348534938,0.5214882404349774,0.5488932779181606,0.5331842663140703,0.527323656839141,0.014731903702657544
,,8,400,0.5237985929376494,0.5101053961333496,0.5225886049323827,0.5494137769499694,0.5315072514341564,0.5274827244775014,0.014462578016041044
,,8,500,0.5228576018246792,0.5093910358768526,0.5215627256896832,0.5486611612228723,0.5301229544003988,0.5265190958028972,0.014444734659514399
,,8,600,0.5231398462774144,0.5090989087574862,0.5218694634629601,0.5486959179521177,0.5300401565010424,0.5265688585902042,0.014497398493801796
,,8,700,0.5226146709904215,0.5094337491199672,0.520970391770749,0.5500207821231292,0.5293063601308671,0.5264691908270268,0.014983552404420255
,,16,100,0.5251831048356049,0.5135617834795939,0.5291009905160478,0.5419636402088611,0.5476103337128105,0.5314839705505836,0.013568966034644943
,,16,200,0.5204614240487776,0.514910721683145,0.5234960990043014,0.5458662258171332,0.5426653585479452,0.5294799658202605,0.013890353942128173
,,16,300,0.5260361578230335,0.5147791026465586,0.5217632192382978,0.547940238332967,0.5413110728577345,0.5303659581797182,0.013823487368012182
,,16,400,0.5270992509412682,0.5153097975714457,0.5240607585857502,0.5486025706260305,0.5408128843186778,0.5311770524086346,0.013374769347474514
,,16,500,0.5269006423841622,0.5152531496175565,0.5235482245325472,0.547301167006249,0.5388148590862004,0.530363608525343,0.012699134667415606
,,16,600,0.527415654190975,0.5146866093769442,0.5244084640565428,0.5472307248199164,0.537353373572929,0.5302189652034615,0.012481729665424888
,,16,700,0.5263528414953995,0.5146378242529964,0.5231902280348478,0.5488301307873196,0.5363683457638212,0.529875874066877,0.013140812570534293
2.0,sqrt,2,100,0.6252456985376201,0.5868385849063963,0.601298848373115,0.6303037942925591,0.6218240137963764,0.6131021879812135,0.018361141210786587
2.0,sqrt,2,200,0.6204809897689014,0.5857310754123564,0.598398149245195,0.6250714798263071,0.6197772545786532,0.6098917897662826,0.017000885654065864
2.0,sqrt,2,300,0.6206875507562265,0.5845816848616231,0.599484132050369,0.6226955202631211,0.6150055774885459,0.6084908930839771,0.016168974818305978
2.0,sqrt,2,400,0.6208627318248304,0.5862130200609075,0.5995844371152029,0.6217144536407141,0.6148286109750015,0.6086406507233313,0.015359102051361779
2.0,sqrt,2,500,0.6226547117252991,0.5893083493756394,0.6005976675428475,0.6240618569783547,0.6161154577742727,0.6105476086792827,0.015085798447433399
2.0,sqrt,2,600,0.6227333996292184,0.5898195019437069,0.6021606195076878,0.6238248478789736,0.6167307352854531,0.611053820849008,0.014677571145043526
2.0,sqrt,2,700,0.6230508835170948,0.5901503844359128,0.6016961864225261,0.6243569832225982,0.61595861649358,0.6110426108183423,0.014743464736343154
2.0,sqrt,4,100,0.6254919428674905,0.5863103977612045,0.6017315521034984,0.6310531739250627,0.6211170886858302,0.6131408310686173,0.018621670660944275
2.0,sqrt,4,200,0.6204673285838026,0.5852114067209416,0.5992313028671614,0.6252392541118564,0.6198156525222709,0.6099929889612066,0.017092292246251275
2.0,sqrt,4,300,0.6206646422102613,0.5843768610576103,0.5997583523984404,0.6227940895547189,0.6149825474247801,0.6085152985291622,0.016222391950751553
2.0,sqrt,4,400,0.620999855549711,0.5864580462616782,0.5997676795402884,0.6222404018875678,0.6150197823287212,0.6088971531135934,0.015401826893624146
2.0,sqrt,4,500,0.6228761769896842,0.589661209656196,0.6006252192891665,0.6244183019316394,0.6162873237315802,0.6107736463196533,0.01509779840782382
2.0,sqrt,4,600,0.6231053177767679,0.5900460789762161,0.6023311717461717,0.6242049558230441,0.616882216859369,0.6113139482363138,0.014741375648456696
2.0,sqrt,4,700,0.6232110791753305,0.5906279778695097,0.6016765856927877,0.6246930145341509,0.6161227475800106,0.6112662809703578,0.014700701145527094
2.0,sqrt,8,100,0.6256300784584417,0.5865797003296891,0.6020522009126429,0.63421277912433,0.6232896725880286,0.6143528862826264,0.01951994668967109
2.0,sqrt,8,200,0.6222237873167478,0.5858470201467407,0.5997900735733821,0.6268249639650177,0.6206714184438087,0.6110714526891394,0.01752318849050928
2.0,sqrt,8,300,0.6219985924454648,0.5849551205441064,0.6003672733668096,0.6241009727919173,0.615644088648283,0.6094132095593162,0.016530072483689127
2.0,sqrt,8,400,0.6230261113061817,0.5870851606191794,0.6002140029619917,0.6235931157651013,0.6158427842870181,0.6099522349878944,0.01588580100737696
2.0,sqrt,8,500,0.6246765294230265,0.5906521582990525,0.6006893959429779,0.6258138351883091,0.6170577264279686,0.6117779290562669,0.015496052475920955
2.0,sqrt,8,600,0.6246659605930933,0.5904575763686701,0.6023298006149242,0.625626538638567,0.6170218797663621,0.6120203511963234,0.015239054191490931
2.0,sqrt,8,700,0.6247693265228351,0.591162439751791,0.6017067746277883,0.6258103748394044,0.6163230291635549,0.6119543889810748,0.015104757015889293
2.0,sqrt,16,100,0.6250211900883149,0.5871772114290361,0.6015805912854217,0.6374144900536558,0.6240390296984095,0.6150465025109677,0.02024052219395618
2.0,sqrt,16,200,0.6228376236479527,0.5856590752995048,0.6018284955674646,0.6300534888198129,0.6228873497995333,0.6126532066268536,0.018419333270850154
2.0,sqrt,16,300,0.6234265283196979,0.5859649791840804,0.6017974499954478,0.6263033490827747,0.6174193922570151,0.6109823397678033,0.016891250180194974
2.0,sqrt,16,400,0.6244372717718596,0.5885281904219228,0.6013942445232974,0.6259166944437083,0.6175796558119959,0.6115712113945568,0.01613986731751001
2.0,sqrt,16,500,0.6262323548826334,0.5916275687835636,0.601727461667629,0.6277285267643932,0.6183209894419512,0.6131273803080342,0.015843827290718447
2.0,sqrt,16,600,0.6263263490679831,0.5909651141097809,0.603446508091213,0.6268556120079185,0.6180522482647562,0.6131291663083304,0.01558698784479091
2.0,sqrt,16,700,0.6264539246945777,0.5920051376855515,0.6033943006523858,0.6275641607393577,0.6176230555366441,0.6134081158617034,0.015384378611115962
2.0,log2,2,100,0.6464907894051906,0.6118736727420431,0.6174165240607326,0.6436467609963235,0.641998988302716,0.6322853471014012,0.01630145308625198
2.0,log2,2,200,0.641075081284916,0.6138356339937738,0.6217360080175335,0.6418499901195438,0.6383274839864754,0.6313648394804485,0.012773928904983998
2.0,log2,2,300,0.6378841731079191,0.6085655042722949,0.6181826382373206,0.6401601355181742,0.6362863760417976,0.6282157654355013,0.014036356759389804
2.0,log2,2,400,0.6390555586882692,0.610198092553218,0.6191133443231137,0.6419520229147361,0.6387103534703127,0.62980587438993,0.01424052877428037
2.0,log2,2,500,0.639168271050025,0.6120751203710983,0.618200457200792,0.6420848649206459,0.6380407549294579,0.6299138936944038,0.013740891005810215
2.0,log2,2,600,0.6393757258084911,0.6117245845799328,0.6191617257770937,0.6429110907152228,0.6393883703121301,0.6305122994385741,0.014079140051362614
2.0,log2,2,700,0.6400710126396928,0.611258872377989,0.6188673934875281,0.6425879616050781,0.6381456546468027,0.6301861789514182,0.014152961190869487
2.0,log2,4,100,0.6458442185502681,0.6107639931678412,0.6172571881272721,0.644017964705986,0.6415184687203153,0.6318803666543366,0.01654495419398841
2.0,log2,4,200,0.641296931110034,0.6138024488569597,0.6222168902766928,0.6421094231866784,0.6382077202106368,0.6315266827282003,0.01277604313459898
2.0,log2,4,300,0.6381905582758799,0.6087841142138903,0.6185773484492194,0.6399568841194152,0.6360924590823362,0.6283202728281483,0.013872871054584401
2.0,log2,4,400,0.6393408285927582,0.6107612610451671,0.619374569586048,0.6418608832434268,0.6385548760662358,0.6299784837067272,0.01400128626164134
2.0,log2,4,500,0.6395278421474946,0.6123990966304945,0.6185895000958843,0.6420534930784697,0.6378929148761431,0.6300925693656974,0.013585958179950886
2.0,log2,4,600,0.6396226947495991,0.6119887029056778,0.6199541427778394,0.6427740172541272,0.6394002586821308,0.630747963273875,0.01384436220448892
2.0,log2,4,700,0.6403397334871173,0.6114725206083688,0.6196422872995768,0.6424900675201464,0.6380934367001564,0.6304076091230731,0.013947531787628531
2.0,log2,8,100,0.6463630174199394,0.6121793854962796,0.617902190908763,0.6475457430941813,0.643296614684552,0.633457390320743,0.017004153528109574
2.0,log2,8,200,0.6425717632105703,0.6149560425784801,0.6222373283225667,0.6440357213121771,0.6394807613082363,0.6326563233464062,0.013193132643806763
2.0,log2,8,300,0.6397530759101042,0.6100507065409856,0.618785962663682,0.642143900543205,0.6372666240465931,0.629600053940914,0.014303232097932899
2.0,log2,8,400,0.6410704055637771,0.6114276875600291,0.6197190534716641,0.6438857270281226,0.6395778642689827,0.6311361475785151,0.014588328148614818
2.0,log2,8,500,0.6417327892552991,0.6133946197299132,0.6193621675225532,0.6441861974606915,0.6392281506375583,0.6315807849212032,0.014146316085728427
2.0,log2,8,600,0.6417710742050872,0.6127312527922112,0.6205073164904447,0.6448112423168058,0.6406103508963099,0.6320862473401718,0.014466073789809556
2.0,log2,8,700,0.642487499616204,0.6125942330896943,0.6197045066774889,0.6447945821232423,0.6392370648710723,0.6317635772755403,0.014607768094015981
2.0,log2,16,100,0.6453744124720865,0.6122683838748992,0.6179413174924295,0.6503699046636717,0.6447697165268212,0.6341447470059817,0.017630779170671462
2.0,log2,16,200,0.6416385467173571,0.6151996564060658,0.6220822283866919,0.6458018286240567,0.6400250766588252,0.6329494673585992,0.013452696838304254
2.0,log2,16,300,0.6398235482588921,0.6112089785592417,0.6183837640695267,0.642923783351824,0.6370678421810884,0.6298815832841147,0.014154945964245925
2.0,log2,16,400,0.6415035434938877,0.612354626608115,0.6193683749537403,0.6445218523015215,0.6385708790943168,0.6312638552903163,0.014431559842246474
2.0,log2,16,500,0.642720127804313,0.6140191070663059,0.6194766796959745,0.6449445916321093,0.6385127374744853,0.6319346487346376,0.01418647287264533
2.0,log2,16,600,0.6428933447734921,0.6138233447431117,0.6208319490810499,0.6454672326507578,0.6398543608935552,0.6325740464283933,0.014275773287428992
2.0,log2,16,700,0.6437216022880919,0.6135603643304299,0.6201015196076605,0.6453629790946798,0.638588020803462,0.6322668972248648,0.014496594576158785
2.0,,2,100,0.5666666864819301,0.5350406938413719,0.5611865503218723,0.5818801035478864,0.5702961526544019,0.5630140373694925,0.017379205668415273
2.0,,2,200,0.5644367728295825,0.5398627617945015,0.5598210019443733,0.5817061553441822,0.5693145356446501,0.5630282455114578,0.01530761049039928
2.0,,2,300,0.5664447324135601,0.5388072756709539,0.5603723842170265,0.5822711259578017,0.5682989993208409,0.5632389035160367,0.015836893410633303
2.0,,2,400,0.566679968251488,0.5406152569604878,0.5611221982397876,0.5822917535663992,0.5664840513993465,0.5634386456835018,0.015012439395125749
2.0,,2,500,0.5668899681357169,0.541644534380427,0.5612291114695998,0.5823451063554438,0.5653904628529386,0.5634998366388252,0.014603270860837217
2.0,,2,600,0.5681104565435382,0.5422783384932124,0.5624699512548881,0.5831832728426875,0.5652412320170651,0.5642566502302782,0.014665237365517319
2.0,,2,700,0.5676718854729033,0.5419694553301738,0.562818138063778,0.5830539803205876,0.5652945164709149,0.5641615951316716,0.014703943459405086
2.0,,4,100,0.566703661271846,0.5351637825435194,0.5612024980342905,0.5817285202145531,0.5702961526544019,0.5630189229437221,0.01729011744474314
2.0,,4,200,0.5644624497670241,0.5398830463416537,0.5598482335036638,0.5816303636775155,0.5693145356446501,0.5630277257869014,0.015276009830600191
2.0,,4,300,0.5664618503718545,0.5388452329798034,0.5603905385898869,0.5822080267514526,0.5682928244064307,0.5632396946198857,0.01580285955907801
2.0,,4,400,0.5666946460059232,0.5406264700401643,0.5611590983331584,0.5822444291616372,0.5664713319782448,0.5634391951038256,0.014992063806261524
2.0,,4,500,0.5669034703392649,0.5416349054043921,0.5612586315442962,0.5823129984656212,0.5653802873160573,0.5634980586139264,0.014595839110795036
2.0,,4,600,0.5681246792014902,0.5422718742593708,0.5624757775076115,0.5831565162678352,0.5652327524029972,0.564252319927861,0.014659648258050481
2.0,,4,700,0.5676770973309797,0.5419639145583095,0.5628231319946838,0.5830310461135715,0.5652939268017139,0.5641578233598518,0.014698856642247913
2.0,,8,100,0.5665380808904361,0.5362278628833866,0.5615232548365297,0.5803619145846031,0.5706318321018609,0.5630565890593633,0.016515985030582474
2.0,,8,200,0.5640937353551696,0.5409037785293,0.5602383839699563,0.5805636619337693,0.5696805230510888,0.5630960165678568,0.01457850554978214
2.0,,8,300,0.566242112025261,0.5402025020975463,0.5604308658929738,0.5817015076848094,0.5684841042795351,0.5634122183960251,0.015131174941658559
2.0,,8,400,0.5665500299418265,0.5418302958384337,0.5613977565713733,0.5822287659855292,0.5664012517089227,0.563681620009217,0.014511350697036697
2.0,,8,500,0.5666126275439711,0.5427372797128183,0.5616266832416525,0.5822857641535822,0.5653692204453625,0.5637263150194773,0.014145945948358428
2.0,,8,600,0.5679053289580647,0.5434960935973997,0.5627697905002027,0.5831586301065697,0.5650955230203837,0.5644850732365241,0.014179668415333904
2.0,,8,700,0.5674888916515395,0.5431822657999021,0.5632014504230506,0.5831050890875636,0.5651363586518549,0.5644228111227821,0.01424420932704409
2.0,,16,100,0.5670918371510818,0.53685851162197,0.5627318362670579,0.5800587788823764,0.5719036841430705,0.5637289296131114,0.016338706298620633
2.0,,16,200,0.5645670906882074,0.5418656037158817,0.5610592852425322,0.5800023108384874,0.5710233861966889,0.5637035353363595,0.014176241950454523
2.0,,16,300,0.5670664177932494,0.5414564138815698,0.5611079108651053,0.5812583957689772,0.5701934323464962,0.5642165141310795,0.014679550483840606
2.0,,16,400,0.5675166427112662,0.543224379814288,0.5625953775934844,0.5821358346650041,0.5680626526613277,0.5647069774890742,0.014043510013145062
2.0,,16,500,0.5680646980426547,0.5443728458043384,0.562460015943277,0.582000802873739,0.5674699796698106,0.5648736684667639,0.013568084637783431
2.0,,16,600,0.5696305066109878,0.5447566408051159,0.5636037199888491,0.5827517655226471,0.5670672316263576,0.5655619729107915,0.013702229187642957
2.0,,16,700,0.5690981378791825,0.544443574588709,0.5638857878064617,0.5825332636562197,0.5672281814063926,0.5654377890673932,0.013711534004804645
5.0,sqrt,2,100,0.5602174389027484,0.529609479954728,0.5572475315730798,0.5693575457818864,0.5577339261475267,0.5548331844719938,0.0149200026055832
5.0,sqrt,2,200,0.5619113686043467,0.5329369816793592,0.5519486353099391,0.5741381966168614,0.5620221590925707,0.5565914682606155,0.015384830611824402
5.0,sqrt,2,300,0.5613335530629009,0.5317778114563081,0.5522530569125461,0.5734898518823773,0.5591384822869485,0.5555985511202162,0.015363430383048788
5.0,sqrt,2,400,0.5605150602435519,0.5321822838777914,0.5512466897328191,0.5721012464623978,0.5601218702315607,0.5552334301096242,0.014862411762914307
5.0,sqrt,2,500,0.5607932658570225,0.5314076860140058,0.5490123501402762,0.5730525458096851,0.5603797403640947,0.5549291176370168,0.015659039357472336
5.0,sqrt,2,600,0.5606437772706572,0.5311794967205159,0.5498851938237401,0.5727666871205586,0.561752913741327,0.5552456137353597,0.015703385186736352
5.0,sqrt,2,700,0.5602352817929634,0.5314888475809174,0.5498746890341601,0.572651039884299,0.5591387429433374,0.5546777202471355,0.015285780622642674
5.0,sqrt,4,100,0.5670417257804841,0.5352666219855868,0.5516273522838921,0.5723823571116221,0.5662848338144773,0.5585205781952125,0.015110473016110118
5.0,sqrt,4,200,0.5653675695224911,0.5300097234116647,0.5482758695021187,0.5734730636167314,0.5618346599164161,0.5557921771938844,0.01704437799353529
5.0,sqrt,4,300,0.566753047354188,0.5284329382555064,0.5523648583275208,0.5735654223845792,0.5612167874118442,0.5564666107467277,0.017488964249701644
5.0,sqrt,4,400,0.5644251931191244,0.5296494877447651,0.5532673224653128,0.5737532806741676,0.5606470897947009,0.5563484747596142,0.01665058667646398
5.0,sqrt,4,500,0.5645433739270379,0.5305113081633208,0.552332575485281,0.5746930050509138,0.5618426911842662,0.5567845907621639,0.01670778424089633
5.0,sqrt,4,600,0.5638227200105812,0.5311619631001192,0.5539429214580889,0.5743817277616123,0.5634342708418666,0.5573487206344537,0.016328010130100292
5.0,sqrt,4,700,0.5630303197359214,0.5304535912006028,0.5531482901704541,0.5728498836116966,0.5615612643814565,0.5562086698200263,0.01600628916134504
5.0,sqrt,8,100,0.5713634779371518,0.530409572223639,0.5567426331319464,0.5744397420136154,0.5701518315592,0.5606214513731105,0.018200050206728113
5.0,sqrt,8,200,0.5690535515420478,0.5330297222159014,0.5493470286052847,0.5753847696792443,0.5693555489563987,0.5592341241997755,0.01763613537927671
5.0,sqrt,8,300,0.5662900477969883,0.5318887062555728,0.5517986906278652,0.5745827212270823,0.5662831798306449,0.5581686691476307,0.016825845122966004
5.0,sqrt,8,400,0.5686465852134067,0.5326408116900395,0.5525265272949764,0.5725894604155537,0.5645704904526961,0.5581947750133345,0.016141802295405922
5.0,sqrt,8,500,0.5681230189613368,0.5327951986993796,0.5504485283218321,0.5723705890287942,0.5642670921799112,0.5576008854382508,0.016122779360740767
5.0,sqrt,8,600,0.567693224949859,0.5323733906519545,0.5525325372653938,0.5732888656202367,0.5666334091129208,0.5585042855200729,0.01648930343280267
5.0,sqrt,8,700,0.5667564748446999,0.5332443265730074,0.5518044443951639,0.5720663329882496,0.5648916942216516,0.5577526546045545,0.015596116520148648
5.0,sqrt,16,100,0.5765400722635683,0.5405868002085368,0.558534732222108,0.5827840069978146,0.5713523731022377,0.5659595969588531,0.016755571436519845
5.0,sqrt,16,200,0.5690644510979854,0.5371514676942939,0.5534772272566661,0.5798201382870019,0.5726887976793896,0.5624404164030674,0.017108708116456383
